team,player,overall
Argentina,E. Pérez,80
Paraguay,O. Cardosa,80
Argentina,M. Musacchio,79
Cameroon,N. Nkoulou,79
Argentina,J. Pastore,79
France,R. Cabella,79
Italy,L. Insigne,79
Spain,Paco Alcácer,79
Turkey,S. Kaya,79
Netherlands,T. Krul,79
Switzerland,Y. Sommer,79
Germany,R. Zieler,79
Russia,A. Dzagoev,79
Italy,G. Bonaventura,79
Spain,Guaita,79
Spain,Illarramendi,79
Argentina,E. Salvio,79
Brazil,Alex Sandro,79
Spain,Ander Herrera,79
France,A. Lacazette,79
England,P. Jones,79
Germany,K. Volland,79
Spain,Mario Suárez,79
France,K. Gameiro,79
Morocco,A. Taarabt,79
Republic of Ireland,S. Coleman,79
England,A. Lallana,79
Switzerland,V. Stocker,79
Brazil,Fernando,79
France,J. Biabiany,79
Italy,L. Bonucci,79
Ghana,K. Asamoah,79
Republic of Ireland,J. McCarthy,79
Netherlands,D. Blind,79
Spain,Víctor Ruíz,79
Poland,G. Krychowiak,79
Tunisia,A. Abdennour,79
Spain,Ibai Gómez,79
Spain,Deulofeu,79
Spain,Carvajal,79
Sweden,R. Elm,79
Northern Ireland,J. Evans,79
Portugal,Fábio Coentrão,79
Spain,Sergio Asenjo,79
Spain,Azpilicueta,79
Turkey,O. Toprak,79
Germany,S. Ulreich,79
Brazil,Alex Teixeira,79
Gabon,P. Aubameyang,79
Costa Rica,K. Navas,79
Netherlands,J. Cillessen,79
Argentina,M. Rojo,79
Finland,R. Eremenko,79
Belgium,R. Nainggolan,79
Hungary,B. Dzsudzsák,79
Poland,K. Glik,79
Brazil,Sandro,79
Spain,Javi García,79
Belgium,M. Fellaini,79
Uruguay,M. Cáceres,79
Spain,Iborra,79
Republic of Ireland,R. Keane,79
Italy,M. De Sanctis,79
England,F. Lampard,79
England,R. Ferdinand,79
United States,L. Donovan,79
England,M. Carrick,79
Peru,C. Pizarro,79
Argentina,F. Coloccini,79
South Africa,S. Pienaar,79
England,P. Jagielka,79
Italy,A. Aquilani,79
England,M. Dawson,79
Argentina,M. Demichelis,79
Brazil,Maicon,79
Netherlands,M. Vorm,79
England,J. Lescott,79
Argentina,W. Caballero,79
Brazil,Helton,79
Italy,F. Marchetti,79
Croatia,D. Srna,79
Argentina,G. Rodríguez,79
Turkey,V. Demirel,79
Spain,Xabi Prieto,79
Spain,Arbeloa,79
Spain,Juanfran,79
Croatia,I. Olić,79
Portugal,Raúl Meireles,79
England,A. Lennon,79
Belgium,T. Vermaelen,79
Portugal,Manuel Fernandes,79
Switzerland,G. Inler,79
Switzerland,V. Behrami,79
Bosnia and Herzegovina,V. Ibišević,79
France,Y. Kaboul,79
France,L. Diarra,79
Wales,A. Williams,79
Russia,R. Shirokov,79
Netherlands,R. Vlaar,79
Colombia,F. Guarín,79
Uruguay,C. Rodríguez,79
Spain,Raúl García,79
Spain,Mikel Gonzalez,79
Brazil,Lucas Leiva,79
Colombia,A. Ramos,79
Brazil,Jonas,79
France,O. Giroud,79
Paraguay,O. Cardozo,79
Senegal,D. N'Doye,79
Croatia,V. Ćorluka,79
Spain,Bruno,79
Japan,K. Honda,79
Portugal,João Pereira,79
Netherlands,M. Depay,78
Serbia,L. Marković,78
England,A. Oxlade-Chamberlain,78
England,R. Barkley,78
Brazil,Marquinhos,78
Colombia,J. Quintero,78
Portugal,William Carvalho,78
Argentina,E. Lamela,78
Greece,K. Papadopoulos,78
Ivory Coast,L. Traoré,78
Brazil,Juan Jesus,78
Spain,Alberto Moreno,78
Mexico,H. Moreno,78
France,E. Capoue,78
Netherlands,G. Wijnaldum,78
England,J. Henderson,78
Argentina,P. Piatti,78
Portugal,Adrien Silva,78
Spain,Mikel San José,78
Italy,A. Poli,78
England,D. Welbeck,78
Turkey,G. Töre,78
Spain,Cristian Tello,78
Paraguay,M. Etxeberría,78
Russia,Y. Lodygin,78
United States,M. Bradley,78
France,J. Ménez,78
Italy,A. Consigli,78
Armenia,Y. Movsisyan,78
Ghana,A. Ayew,78
Germany,P. Ebert,78
Croatia,I. Perišić,78
Belgium,T. Alderweireld,78
England,K. Gibbs,78
Brazil,Taison,78
Spain,De Marcos,78
Russia,A. Kokorin,78
Netherlands,S. de Vrij,78
Germany,P. Lasogga,78
Brazil,Rafinha,78
Montenegro,S. Savić,78
Colombia,P. Franco,78
Italy,D. Astori,78
Italy,D. Criscito,78
Spain,Adrián,78
France,D. Payet,78
Greece,K. Mitroglou,78
Germany,M. Kruse,78
France,Y. M'Vila,78
Spain,Camacho,78
France,R. Hamouma,78
Germany,O. Baumann,78
Brazil,Joãozinho,78
Nigeria,J. Mikel,78
Spain,Coke,78
Netherlands,J. Lens,78
Germany,L. Stindl,78
Senegal,M. Diouf,78
Germany,M. Schmelzer,78
Germany,S. Reinartz,78
Ukraine,Y. Rakitskyi,78
Spain,Arribas,78
Serbia,Z. Tošić,78
France,B. Costil,78
England,R. Shawcross,78
Austria,M. Stranzl,78
France,T. Henry,78
Germany,S. Kehl,78
United States,B. Friedel,78
Portugal,Ricardo Costa,78
Sweden,K. Källström,78
Spain,Joaquín,78
Uruguay,D. Forlán,78
Spain,Moyá,78
Spain,Iraizoz,78
Spain,Rubén Castro,78
Ivory Coast,K. Touré,78
Italy,A. Di Natale,78
Germany,S. Rolfes,78
Turkey,B. Yılmaz,78
Turkey,M. Topal,78
Canada,A. Hutchinson,78
South Korea,Lee Dong Gook,78
North Macedonia,G. Pandev,78
Argentina,E. Cambiasso,78
England,J. Milner,78
Italy,A. Mirante,78
Bosnia and Herzegovina,E. Spahić,78
Argentina,D. Milito,78
Turkey,O. Adın,78
Turkey,E. Korkmaz,78
Nigeria,I. Uche,78
Spain,Mikel Rico,78
Spain,Javi Fuego,78
Russia,A. Samedov,78
Russia,V. Berezutskiy,78
England,A. Young,78
France,A. Gignac,78
Russia,Y. Zhirkov,78
Republic of Ireland,A. McGeady,78
Germany,A. Hunt,78
Ivory Coast,S. Kalou,78
Germany,C. Gentner,78
France,B. Gomis,78
Spain,Jesús Gámez,78
France,H. Ben Arfa,78
Portugal,Rolando,78
England,B. Foster,78
United States,B. Guzan,78
Spain,Michu,78
Argentina,N. Pareja,78
Italy,G. Paletta,78
Ivory Coast,C. Tioté,78
Senegal,M. Sow,78
Portugal,Varela,78
Uruguay,G. Castro,78
Chile,M. Fernández,78
Sweden,O. Toivonen,78
Chile,M. Iturra,78
Costa Rica,B. Ruíz,78
Portugal,Vieirinha,78
Brazil,Lima,78
France,A. Rami,78
Spain,Roberto,78
Brazil,Thiago Neves,78
Serbia,A. Kolarov,78
Bosnia and Herzegovina,S. Lulić,78
Argentina,J. Iturbe,77
France,C. Grenier,77
Germany,S. Mustafi,77
Spain,Morata,77
Germany,M. Ginter,77
Spain,Sergio Canales,77
Ivory Coast,S. Aurier,77
Brazil,Danilo,77
France,F. Thauvin,77
Turkey,H. Çalhanoğlu,77
Portugal,Rafa,77
Netherlands,J. Zoet,77
Argentina,R. Pereyra,77
Italy,M. Destro,77
Spain,Montoya,77
Peru,A. Carrillo,77
Germany,C. Kramer,77
Colombia,D. Ospina,77
Germany,M. Marin,77
Argentina,E. Insua,77
Wales,J. Allen,77
Brazil,Rafael,77
Croatia,G. Sertic,77
Slovenia,K. Kampl,77
Senegal,P. Djilobodji,77
Switzerland,J. Drmić,77
Spain,Nolito,77
Armenia,A. Özbiliz,77
Germany,S. Rode,77
Slovenia,J. Oblak,77
Serbia,M. Nastasić,77
Chile,E. Vargas,77
Romania,A. Maxim,77
Spain,Bojan,77
Spain,Granero,77
Germany,R. Fährmann,77
Italy,A. Ranocchia,77
Italy,A. Ogbonna,77
Algeria,Y. Brahimi,77
Germany,L. Holtby,77
England,K. Walker,77
Germany,S. Jung,77
Turkey,O. Özyakup,77
Cameroon,J. Matip,77
France,W. Ben Yedder,77
Czech Republic,V. Darida,77
Uruguay,G. Ramirez,77
Venezuela,S. Romerón,77
Switzerland,P. Schwegler,77
Spain,Agirretxe,77
Romania,S. Radu,77
South Africa,I. Khune,77
Argentina,C. Ansaldi,77
Germany,S. Tasci,77
England,A. Carroll,77
Germany,N. Müller,77
Netherlands,G. van der Wiel,77
Iceland,G. Sigurðsson,77
Bulgaria,I. Popov,77
Peru,C. Zambrano,77
Spain,Balenziaga,77
Brazil,Maicon,77
Spain,Vitolo,77
Belgium,N. Chadli,77
Guinea,L. Bangoura,77
England,M. Richards,77
France,A. Modeste,77
Morocco,N. Amrabat,77
Austria,M. Arnautović,77
Netherlands,S. de Jong,77
Germany,K. Großkreutz,77
England,J. Ruddy,77
Colombia,C. Zapata,77
Argentina,L. Pratto,77
Turkey,O. Şahan,77
Spain,José Cañas,77
Netherlands,M. Stekelenburg,77
Portugal,Ricardo Carvalho,77
Mali,S. Keita,77
France,S. Distin,77
France,P. Mexès,77
France,F. Malouda,77
Congo,C. Samba,77
Italy,S. Mauri,77
Brazil,Maxwell,77
England,S. Downing,77
Spain,Gurpegi,77
Switzerland,S. Lichtsteiner,77
Argentina,M. Rodríguez,77
Spain,Óscar,77
Spain,David Navarro,77
Spain,Reyes,77
Russia,S. Ignashevich,77
United States,J. Jones,77
Argentina,H. Campagnaro,77
Turkey,S. İnan,77
Albania,L. Cana,77
Denmark,A. Lindegaard,77
Germany,D. Baier,77
Nigeria,O. Martins,77
Togo,K. Agassa,77
Portugal,Ruben Amorim,77
Argentina,G. Denis,77
Argentina,J. Sosa,77
Spain,Diego Castro,77
Germany,L. Podolski,77
Brazil,Hilton,77
France,Y. Gourcuff,77
Spain,Piti,77
Spain,Markel Bergara,77
Sweden,A. Granqvist,77
France,M. Flamini,77
Bosnia and Herzegovina,S. Salihović,77
Argentina,L. Biglia,77
Spain,Trashorras,77
Italy,F. Quagliarella,77
Belgium,N. Lombaerts,77
France,J. Clément,77
Benin,S. Sessègnon,77
Italy,G. Pellè,77
Germany,M. Jansen,77
England,A. Johnson,77
Brazil,Jonathan,77
Germany,P. Helmes,77
Italy,E. Viviano,77
Brazil,Rafinha,77
Netherlands,K. Vermeer,77
Spain,José Enrique,77
Argentina,D. Valeri,77
Italy,L. Cigarini,77
Brazil,Siqueira,77
Turkey,M. Erdinç,77
Sweden,P. Wernbloom,77
Sweden,M. Berg,77
Argentina,A. Fernández,77
Morocco,Manuel da Costa,77
France,B. Trémoulinas,77
Brazil,Rafinha,77
Serbia,M. Biševac,77
Italy,P. Osvaldo,77
Ivory Coast,D. Ya Konan,77
Brazil,Guilherme,77
Brazil,Luiz Adriano,77
Uruguay,M. Pereira,77
Italy,M. Parolo,77
Argentina,C. Yacob,77
Italy,E. Giaccherini,77
Japan,S. Okazaki,77
Paraguay,S. La Cruz,77
Venezuela,J. Aranguren,77
Italy,D. Berardi,76
Argentina,M. Icardi,76
Brazil,Lucas Piazon,76
Italy,M. De Sciglio,76
Italy,M. Perin,76
France,L. Kurzawa,76
Italy,Jorginho,76
Spain,B. Keita,76
Netherlands,M. van Ginkel,76
Brazil,Fernando,76
Belgium,T. Hazard,76
Brazil,Dória,76
Egypt,M. Salah,76
Senegal,I. Gueye,76
Brazil,Mário Fernandes,76
Switzerland,G. Xhaka,76
France,L. Digne,76
Spain,Jesé Rodríguez,76
Portugal,Bruma,76
Portugal,Bruno Fernandes,76
Argentina,G. Rulli,76
Serbia,N. Maksimović,76
Mexico,J. Dos Santos,76
Turkey,C. Erkin,76
England,J. Rodwell,76
Serbia,A. Ljajić,76
England,S. Caulker,76
Turkey,A. Potuk,76
Germany,J. Geis,76
Italy,A. Florenzi,76
Spain,Rubén Pardo,76
France,S. Umtiti,76
Argentina,A. Gómez,76
France,M. Yanga-M'Biwa,76
South Korea,Koo Ja Cheol,76
Netherlands,L. Fer,76
England,C. Smalling,76
Spain,Álvaro Domínguez,76
Cameroon,L. Kweuke,76
Italy,Rômulo,76
Brazil,Neto,76
Germany,M. Höger,76
Spain,Marc Bartra,76
Netherlands,J. Clasie,76
South Korea,H. Son,76
Ghana,C. Atsu,76
Spain,Andrés Fernández,76
Cameroon,E. Choupo-Moting,76
Italy,S. Giovinco,76
France,R. Alessandrini,76
Hungary,A. Szalai,76
Ghana,M. Wakaso,76
France,T. Heurtaux,76
Switzerland,A. Mehmedi,76
Portugal,Éder,76
Spain,Iago Aspas,76
Greece,K. Manolas,76
Germany,P. Herrmann,76
France,B. Stambouli,76
Israel,B. Natkho,76
Cameroon,V. Aboubakar,76
Portugal,A. Lopes,76
Brazil,Casemiro,76
Portugal,Cédric,76
Romania,V. Chiricheş,76
Mexico,H. Herrera,76
Turkey,S. Bolat,76
Spain,Diego Capel,76
Austria,V. Kavlak,76
Germany,S. Aigner,76
Switzerland,F. Lustenberger,76
Netherlands,J. De Guzmán,76
Austria,M. Harnik,76
Poland,K. Grosicki,76
Spain,Xavi Torres,76
DR Congo,Y. Mulumbu,76
Guinea,I. Traoré,76
Germany,R. Neustädter,76
Germany,C. Träsch,76
Nigeria,B. Ideye,76
Gabon,B. Ecuélé Manga,76
Netherlands,B. Dost,76
Portugal,Daniel Carriço,76
Germany,T. Jantschke,76
Colombia,F. Montero,76
Portugal,Pizzi,76
Germany,P. Wollscheid,76
Croatia,M. Badelj,76
Turkey,E. Gülüm,76
Argentina,M. Zárate,76
Germany,D. Aogo,76
Republic of Ireland,D. Gibson,76
Belgium,S. Defour,76
Netherlands,E. Elia,76
Poland,P. Tytoń,76
Portugal,Antunes,76
Brazil,Maurício,76
Chile,M. Isla,76
Argentina,M. Suárez,76
Mali,C. Diabaté,76
Germany,S. Rudy,76
Portugal,Sílvio,76
Senegal,L. Sané,76
Spain,Adrián,76
Germany,D. Caligiuri,76
Scotland,S. Fletcher,76
Russia,R. Shishkin,76
Mexico,A. Guardado,76
Spain,Bueno,76
Brazil,Henrique,76
Russia,D. Tarasov,76
Cameroon,A. Nyom,76
Chile,G. Medel,76
Spain,Portillo,76
Slovenia,J. Iličić,76
Australia,M. Schwarzer,76
Portugal,Eliseu,76
England,S. Parker,76
England,R. Lambert,76
Netherlands,D. Kuyt,76
United States,N. Rimando,76
Brazil,Alan,76
Argentina,W. Samuel,76
Paraguay,R. Santa Cruz,76
Mexico,R. Márquez,76
Austria,A. Ivanschitz,76
Sweden,J. Olsson,76
Germany,R. Schäfer,76
Germany,K. Kuranyi,76
Netherlands,J. Heitinga,76
France,F. Balmont,76
Switzerland,T. Barnetta,76
Italy,C. Ledesma,76
Spain,Fernando Navarro,76
Chile,J. Valdés,76
Poland,A. Boruc,76
Germany,T. Starke,76
Russia,A. Kerzhakov,76
Spain,Jonatan Soriano,76
Germany,A. Meier,76
Paraguay,N. Valdez,76
Ivory Coast,A. Koné,76
Ghana,S. Muntari,76
Brazil,Artur Moraes,76
Spain,Sergio García,76
Italy,G. Pazzini,76
England,G. Johnson,76
Germany,R. Huth,76
Spain,Amaya,76
Switzerland,B. Džemaili,76
Argentina,A. Domínguez,76
Cameroon,P. Webó,76
Argentina,A. Orión,76
Ukraine,A. Pyatov,76
Turkey,G. Gönül,76
Spain,Tito,76
Spain,Roberto,76
Ukraine,A. Dikan,76
Russia,V. Gabulov,76
Russia,V. Malafeev,76
Russia,A. Anyukov,76
Italy,C. Maggio,76
Czech Republic,J. Drobný,76
Cameroon,H. Bedimo,76
Northern Ireland,S. Davis,76
Czech Republic,T. Sivok,76
Mali,M. Sissoko,76
Croatia,N. Kranjčar,76
Netherlands,I. Afellay,76
Mexico,O. Peralta,76
England,L. Osman,76
Argentina,D. Abraham,76
Scotland,S. Naismith,76
France,A. Diaby,76
England,M. Jarvis,76
Brazil,Charles,76
Brazil,Adriano,76
Spain,Valera,76
France,D. Digard,76
Argentina,F. Gago,76
Russia,A. Kasaev,76
Peru,J. Vargas,76
Argentina,F. Higuaín,76
Brazil,Jardel,76
Republic of Ireland,S. Ireland,76
Denmark,L. Schøne,76
Spain,Carlos Martínez,76
Finland,N. Moisander,76
Argentina,I. Piatti,76
Brazil,Felipe Santana,76
Brazil,Weligton,76
Spain,Nacho Monreal,76
Senegal,P. Cissé,76
Senegal,P. Diop,76
Senegal,M. Sall,76
Portugal,Ricardo,76
Colombia,C. Sánchez,76
Norway,M. Abdellaoue,76
Ecuador,C. Noboa,76
Brazil,Wanderson,76
Cuba,O. Alonso,76
Saudi Arabia,N. Al Shamrani,76
Croatia,D. Subašić,76
Japan,Y. Nagatomo,76
Ukraine,M. Dević,76
Paraguay,N. Veldevés,76
Brazil,Hernane,76
Argentina,P. Pérez,76
Belgium,A. Januzaj,75
Germany,M. Meyer,75
England,L. Shaw,75
Croatia,M. Kovačić,75
Argentina,A. Correa,75
Belgium,D. Origi,75
Serbia,F. Đuričić,75
Spain,Sergi Roberto,75
Denmark,V. Fischer,75
Netherlands,J. Boëtius,75
Bosnia and Herzegovina,I. Hajrović,75
Brazil,Rômulo,75
Netherlands,A. Maher,75
Italy,S. Zaza,75
Belgium,M. Batshuayi,75
Costa Rica,J. Campbell,75
Switzerland,F. Schär,75
Portugal,André Gomes,75
Belgium,M. Lestienne,75
Georgia,J. Ananidze,75
Spain,Hugo Mallo,75
Italy,M. Gabbiadini,75
Nigeria,A. Musa,75
Netherlands,D. Klaassen,75
Germany,M. Arnold,75
Colombia,E. Álvarez Balanta,75
England,F. Delph,75
Italy,A. Paloschi,75
Brazil,Marlos,75
Austria,A. Dragović,75
England,N. Clyne,75
Algeria,S. Taïder,75
Netherlands,B. Martins Indi,75
Algeria,F. Ghoulam,75
Nigeria,O. Onazi,75
Germany,R. Knoche,75
Germany,L. Bittencourt,75
France,V. Germain,75
Colombia,V. Ibarbo,75
Serbia,M. Jojić,75
England,F. Forster,75
Finland,P. Hetemaj,75
Ecuador,F. Caicedo,75
Czech Republic,T. Necid,75
France,M. Sissoko,75
Cameroon,J. Kana-Biyik,75
Spain,Yoel,75
France,F. Tabanou,75
France,G. Fofana,75
England,A. McCarthy,75
Netherlands,L. de Jong,75
France,S. Corchia,75
Tunisia,W. Khazri,75
Greece,I. Fetfatzidis,75
Spain,Jonathan Viera,75
Portugal,André Martins,75
France,G. Kondogbia,75
Portugal,Luís Neto,75
Argentina,L. Ocampos,75
Netherlands,J. Veltman,75
Colombia,C. Vargas,75
Serbia,Z. Kuzmanović,75
England,J. Rodriguez,75
Nigeria,V. Moses,75
Germany,T. Kraft,75
Norway,H. Nordtveit,75
France,Y. Mollo,75
Brazil,Fabiano,75
Italy,F. Borini,75
Argentina,F. Di Santo,75
Serbia,F. Djordjevic,75
Brazil,Jefferson,75
Netherlands,D. Janmaat,75
Netherlands,Douglas,75
Italy,M. Sau,75
Kenya,V. Wanyama,75
Portugal,Candeias,75
Italy,F. Rossi,75
Brazil,Xandão,75
Netherlands,L. Narsingh,75
Denmark,M. Braithwaite,75
Spain,Juan Dominguez,75
Spain,Tomás Pina,75
Spain,Montañés,75
Algeria,A. Mandi,75
Netherlands,V. van Dijk,75
Senegal,O. Niasse,75
Algeria,N. Ghilas,75
Spain,Víctor Rodríguez,75
England,T. Huddlestone,75
England,L. Cattermole,75
England,J. Cork,75
Austria,Z. Junuzović,75
New Zealand,W. Reid,75
Serbia,L. Fejsa,75
Brazil,Maicon,75
Germany,B. Oczipka,75
Italy,D. Santon,75
Brazil,Bamba Anderson,75
Austria,J. Baumgartlinger,75
Germany,M. Schmiedebach,75
Morocco,Y. El Arabi,75
Iceland,A. Finnbogason,75
Mozambique,Mexer,75
Portugal,Josué,75
Argentina,A. Marchesín,75
France,J. Schmid,75
Spain,Aleix,75
Germany,K. Bellarabi,75
Brazil,Edenílson,75
Portugal,Diogo Figueiras,75
Japan,H. Kiyotake,75
Germany,A. Hahn,75
Algeria,I. Slimani,75
Brazil,Derley,75
Poland,A. Mierzejewski,75
England,N. Onuoha,75
Togo,S. Gakpé,75
Denmark,D. Wass,75
Spain,Alex López,75
Netherlands,P. Velthuizen,75
France,C. Chantôme,75
Germany,D. Schwaab,75
Denmark,A. Bjelland,75
Argentina,J. Forlin,75
Germany,J. Hegeler,75
Netherlands,R. Ruiter,75
Spain,Víctor Pérez,75
Brazil,Leonardo,75
