team,player,overall
Greece,Sokratis,84
Brazil,Lucas Leiva,84
Germany,M. Özil,84
Spain,Javi Martínez,84
Switzerland,Y. Sommer,84
Bosnia and Herzegovina,E. Džeko,84
Netherlands,G. Wijnaldum,84
Croatia,I. Perišić,84
Croatia,M. Mandžukić,84
Chile,A. Vidal,84
Germany,J. Boateng,84
Spain,Azpilicueta,84
Spain,José Callejón,84
Germany,I. Gündoğan,84
Brazil,Paulinho,84
England,K. Walker,84
Spain,Canales,84
Brazil,Douglas Costa,84
Portugal,Pizzi,84
Serbia,D. Tadić,84
Slovenia,J. Iličić,84
Algeria,R. Mahrez,84
Bosnia and Herzegovina,E. Višća,84
Brazil,Felipe,84
Spain,Fabián,83
Italy,A. Romagnoli,83
Argentina,G. Lo Celso,83
England,T. Alexander-Arnold,83
Serbia,L. Jović,83
Poland,A. Milik,83
France,A. Martial,83
Brazil,Anderson Talisca,83
Germany,J. Tah,83
France,C. Tolisso,83
Spain,Pau López,83
Portugal,Gonçalo Guedes,83
Ivory Coast,N. Pépé,83
Switzerland,M. Akanji,83
England,M. Rashford,83
England,J. Stones,83
France,A. Rabiot,83
Spain,Grimaldo,83
Germany,T. Werner,83
France,T. Lemar,83
Colombia,D. Sánchez,83
Spain,Marco Asensio,83
France,L. Digne,83
Germany,J. Draxler,83
England,J. Pickford,83
Belgium,Y. Carrasco,83
Spain,Borja Iglesias,83
Belgium,K. Casteels,83
Ivory Coast,W. Zaha,83
Spain,Paco Alcácer,83
Spain,Morata,83
France,S. Haller,83
Portugal,William Carvalho,83
Italy,F. Bernardeschi,83
Togo,D. Djené,83
Brazil,Oscar,83
Germany,K. Trapp,83
Spain,Bartra,83
Spain,Pablo Sarabia,83
Netherlands,J. Cillessen,83
Brazil,Lucas Moura,83
France,F. Thauvin,83
Italy,Jorginho,83
Italy,G. Buffon,83
Spain,Casillas,83
Norway,R. Jarstein,83
Belgium,V. Kompany,83
Spain,Raúl Albiol,83
Italy,F. Quagliarella,83
Denmark,K. Schmeichel,83
Colombia,Falcao,83
Brazil,Miranda,83
Mexico,C. Vela,83
Argentina,E. Garay,83
Portugal,Rui Patrício,83
Belgium,R. Nainggolan,83
Argentina,E. Banega,83
Spain,Diego Costa,83
Germany,S. Khedira,83
Brazil,David Luiz,83
Germany,M. Kruse,83
England,J. Henderson,83
Iceland,G. Sigurðsson,83
Wales,A. Ramsey,83
Spain,Illarramendi,83
Netherlands,D. Blind,83
Finland,L. Hrádecký,83
Argentina,N. Otamendi,83
Colombia,J. Cuadrado,83
Senegal,I. Gueye,83
Slovenia,K. Kampl,83
Spain,Rodrigo,83
Chile,C. Aránguiz,83
France,W. Ben Yedder,83
Italy,F. Acerbi,83
Portugal,Danilo Pereira,83
Croatia,A. Kramarić,83
Brazil,Louri Beretta,83
Brazil,Josué Chiamulera,83
Brazil,Ronaldo Cabrais,83
Spain,Oyarzabal,82
Jamaica,L. Bailey,82
Brazil,Gabriel Jesus,82
Croatia,M. Kovačić,82
Italy,A. Belotti,82
Albania,T. Strakosha,82
Guinea,N. Keïta,82
Uruguay,L. Torreira,82
Portugal,Rúben Neves,82
France,P. Kimpembe,82
Netherlands,S. Bergwijn,82
Cameroon,A. Onana,82
Portugal,Nélson Semedo,82
France,A. Areola,82
Italy,M. Perin,82
Italy,D. Rugani,82
Argentina,A. Correa,82
Spain,Iñaki Williams,82
Mexico,H. Lozano,82
Portugal,Gelson Martins,82
France,B. Lecomte,82
Ghana,T. Partey,82
Germany,K. Demirbay,82
Cameroon,J. Matip,82
Spain,Suso,82
Montenegro,S. Savić,82
Germany,A. Rüdiger,82
Spain,Pacheco,82
Portugal,Ricardo Pereira,82
Argentina,N. Tagliafico,82
Spain,David Soria,82
Spain,Sergio Asenjo,82
Spain,Muniain,82
Germany,M. Götze,82
Denmark,T. Delaney,82
Germany,O. Baumann,82
Brazil,Willian José,82
Spain,Sergi Roberto,82
Germany,N. Schulz,82
Germany,K. Volland,82
Spain,Nacho Fernández,82
Brazil,Gabriel Paulista,82
France,J. Roussillon,82
England,H. Maguire,82
Belgium,T. Hazard,82
Sweden,E. Forsberg,82
Serbia,F. Kostić,82
Italy,M. Politano,82
Portugal,Rafa,82
Spain,Pepe Reina,82
Italy,D. De Rossi,82
Spain,Aduriz,82
Spain,Jesús Navas,82
Spain,Santi Cazorla,82
Mexico,H. Herrera,82
Argentina,L. Biglia,82
Poland,L. Fabiański,82
Italy,E. Viviano,82
Spain,Juan Mata,82
France,O. Giroud,82
Denmark,S. Kjær,82
Brazil,Willian,82
Croatia,V. Ćorluka,82
Austria,M. Arnautović,82
Chile,A. Sánchez,82
Brazil,Giuliano,82
Serbia,A. Kolarov,82
Italy,M. Balotelli,82
Ukraine,Marlos,82
Brazil,Taison,82
Netherlands,B. Dost,82
Italy,G. Bonaventura,82
Spain,Pedro,82
Netherlands,L. de Jong,82
Italy,S. El Shaarawy,82
Spain,Ander Herrera,82
Switzerland,X. Shaqiri,82
Russia,Mário Fernandes,82
Uruguay,S. Coates,82
DR Congo,C. Bakambu,82
Belgium,T. Meunier,82
Germany,K. Bellarabi,82
England,J. Lingard,82
Netherlands,Q. Promes,82
England,J. Vardy,82
Colombia,D. Zapata,82
Spain,Morales,82
Brazil,Raphaelito Anjos,82
Brazil,Juiano Mestres,82
Brazil,Rosberto Dourado,82
Uruguay,E. Schetino,82
Uruguay,J. Sildero,82
Argentina,L. Martínez,81
France,H. Aouar,81
France,T. Ndombele,81
Brazil,Éder Militão,81
Italy,A. Cragno,81
Netherlands,D. van de Beek,81
Sweden,V. Lindelöf,81
Spain,Dani Ceballos,81
Spain,Pablo Fornals,81
Germany,E. Can,81
Spain,Gayà,81
Brazil,David Neres,81
Poland,P. Zieliński,81
Argentina,G. Rulli,81
Switzerland,G. Xhaka,81
Brazil,Rafinha,81
Central African Republic,G. Kondogbia,81
Austria,M. Sabitzer,81
England,L. Shaw,81
Venezuela,J. Martínez,81
France,A. Doucouré,81
Nigeria,W. Ndidi,81
Germany,T. Horn,81
Hungary,W. Orban,81
France,A. Plea,81
Denmark,Y. Poulsen,81
Scotland,R. Fraser,81
Germany,M. Ginter,81
Portugal,R. Guerreiro,81
Portugal,João Mário,81
Brazil,Thiago Mendes,81
Italy,A. Izzo,81
Croatia,M. Brozović,81
Serbia,A. Ljajić,81
Mexico,J. Corona,81
Spain,Jordi Masip,81
Czech Republic,T. Vaclík,81
Serbia,L. Milivojević,81
Spain,Gerard Moreno,81
Netherlands,W. Weghorst,81
Portugal,Quaresma,81
France,J. Mathieu,81
England,J. Milner,81
Argentina,L. López,81
France,B. Gomis,81
Belgium,M. Dembélé,81
Spain,Cesc Fàbregas,81
Italy,A. Consigli,81
France,L. Koscielny,81
Brazil,Jardel,81
Brazil,Renato Augusto,81
Portugal,José Fonte,81
Mexico,A. Guardado,81
Poland,L. Piszczek,81
France,K. Gameiro,81
France,D. Payet,81
Spain,Beñat,81
Spain,Adán,81
Germany,B. Höwedes,81
Uruguay,F. Muslera,81
France,M. Sissoko,81
Italy,M. Parolo,81
Brazil,Fernando,81
Argentina,N. Gaitán,81
Italy,S. Giovinco,81
Brazil,Luiz Gustavo,81
Cameroon,N. Nkoulou,81
Serbia,N. Matić,81
Spain,Marcos Alonso,81
Armenia,H. Mkhitaryan,81
Portugal,André Almeida,81
Italy,A. Florenzi,81
Israel,E. Zahavi,81
Argentina,F. Vázquez,81
Spain,Lucas Vázquez,81
Spain,Dani García,81
Argentina,M. Acuña,81
Brazil,Laure Santeiro,81
Uruguay,J. Frendado,81
Uruguay,S. Ardero,81
Uruguay,L. Dálves,81
Ecuador,S. Mandíquez,81
Portugal,João Félix,80
Italy,N. Barella,80
England,J. Gomez,80
Denmark,A. Christensen,80
France,M. Maignan,80
Belgium,Y. Tielemans,80
Spain,Mario Hermoso,80
Spain,Carlos Soler,80
Italy,M. Caldara,80
England,H. Winks,80
Poland,K. Piątek,80
Portugal,Diogo Jota,80
Spain,Marcos Llorente,80
France,F. Mendy,80
Spain,Melendo,80
Portugal,Rúben Dias,80
Croatia,D. Livaković,80
Spain,Héctor Bellerín,80
France,B. Mendy,80
France,M. Dembélé,80
Greece,O. Vlachodimos,80
Spain,Santi Mina,80
Portugal,Rony Lopes,80
Argentina,J. Correa,80
France,T. Bakayoko,80
Germany,M. Eggestein,80
Spain,Odriozola,80
Uruguay,M. Gómez,80
Spain,Sergi Darder,80
France,K. Zouma,80
Argentina,L. Paredes,80
Netherlands,N. Aké,80
Albania,E. Hysaj,80
Portugal,André Gomes,80
Senegal,K. Baldé,80
Germany,J. Weigl,80
France,V. Rongier,80
Spain,Yeray,80
Spain,Loren,80
Switzerland,R. Rodríguez,80
England,A. Oxlade-Chamberlain,80
Spain,Campaña,80
Algeria,A. Mandi,80
Spain,Deulofeu,80
Spain,Bernat,80
Argentina,E. Andrada,80
England,M. Keane,80
Colombia,J. Quintero,80
Spain,Samu Castillejo,80
Argentina,W. Benítez,80
Croatia,A. Rebić,80
Ivory Coast,E. Bailly,80
Paraguay,M. Almirón,80
Italy,M. Lazzari,80
Argentina,M. Lanzini,80
Netherlands,J. Zoet,80
Australia,M. Ryan,80
Spain,Sergi Gómez,80
Belgium,H. Vanaken,80
Austria,M. Hinteregger,80
Serbia,M. Nastasić,80
Brazil,Gabriel,80
England,C. Wilson,80
France,J. Guilavogui,80
Netherlands,D. Klaassen,80
Czech Republic,P. Kadeřábek,80
Germany,C. Kramer,80
Spain,Iñigo Martínez,80
Spain,Portu,80
Spain,Manu Trigueros,80
Turkey,H. Çalhanoğlu,80
Israel,M. Dabbur,80
Germany,M. Halstenberg,80
Uruguay,M. Vecino,80
Slovakia,M. Dúbravka,80
Serbia,M. Dmitrović,80
Spain,Joaquín,80
England,W. Rooney,80
Spain,Moyá,80
Portugal,Nani,80
Argentina,J. Mascherano,80
Spain,Diego López,80
Russia,I. Akinfeev,80
France,A. Gignac,80
Spain,Jorge Molina,80
France,B. Costil,80
France,L. Perrin,80
England,B. Foster,80
England,T. Heaton,80
France,S. Mandanda,80
Brazil,Charles,80
Romania,S. Radu,80
England,D. Rose,80
Argentina,E. Lamela,80
Spain,Raúl García,80
Brazil,Naldo,80
Denmark,D. Wass,80
Argentina,S. Romero,80
Spain,Pedro León,80
Argentina,I. Piatti,80
Colombia,D. Ospina,80
Chile,M. Díaz,80
France,M. Valbuena,80
Germany,L. Bender,80
Germany,S. Bender,80
France,E. Capoue,80
Portugal,Antunes,80
Germany,R. Fährmann,80
Argentina,F. Fazio,80
Japan,M. Hasebe,80
Brazil,Sidnei,80
Argentina,D. Perotti,80
Argentina,L. Pratto,80
Algeria,S. Feghouli,80
England,K. Trippier,80
Argentina,M. Musacchio,80
France,Y. M'Vila,80
Germany,L. Stindl,80
Russia,F. Smolov,80
France,S. Nzonzi,80
France,F. Coquelin,80
Brazil,Hulk,80
Netherlands,K. Strootman,80
England,C. Smalling,80
Poland,K. Glik,80
Argentina,E. Salvio,80
Croatia,D. Subašić,80
Germany,K. Vogt,80
Argentina,R. Pereyra,80
Morocco,Y. Belhanda,80
Spain,Sergi Enrich,80
Croatia,D. Lovren,80
Italy,S. Verdi,80
Colombia,L. Muriel,80
Croatia,D. Vida,80
Spain,Ibai Gómez,80
Netherlands,S. Berghuis,80
Spain,Cristian Tello,80
Brazil,Ismaily,80
Algeria,F. Ghoulam,80
Senegal,S. Sané,80
Italy,S. Zaza,80
Croatia,S. Vrsaljko,80
Spain,Pozuelo,80
Mexico,R. Jiménez,80
Brazil,Bernard,80
Ukraine,T. Stepanenko,80
Argentina,F. Armani,80
Argentina,I. Marcone,80
Spain,Jony,80
Spain,Mata,80
Mali,M. Marega,80
Brazil,Everton Andrão,80
Brazil,Welington Dano,80
Uruguay,J. Serendero,80
Uruguay,M. Baldona,80
Uruguay,M. Nérez,80
Brazil,Vinícius Jr.,79
Uruguay,R. Bentancur,79
Brazil,Lucas Paquetá,79
England,A. Wan-Bissaka,79
France,A. Lafont,79
France,I. Konaté,79
Spain,Merino,79
Norway,S. Berge,79
Italy,L. Pellegrini,79
Italy,F. Chiesa,79
Spain,Dani Olmo,79
Russia,R. Zobnin,79
France,A. Saint-Maximin,79
Argentina,C. Pavón,79
Germany,T. Kehrer,79
United States,C. Pulisic,79
Ivory Coast,F. Kessié,79
Morocco,A. Hakimi,79
Mali,D. Samassékou,79
Spain,Marc Roca,79
France,D. Zagadou,79
Ukraine,V. Tsygankov,79
Spain,De Tomás,79
England,R. Loftus-Cheek,79
Slovakia,S. Lobotka,79
Belgium,J. Denayer,79
Germany,L. Klostermann,79
Russia,A. Golovin,79
France,A. Diallo,79
France,B. Pavard,79
Kosovo,M. Rashica,79
England,B. Chilwell,79
Brazil,Wesley,79
Czech Republic,T. Souček,79
Spain,Junior Firpo,79
England,J. Ward-Prowse,79
Belgium,A. Januzaj,79
Brazil,Otávio,79
Germany,N. Stark,79
Nigeria,A. Iwobi,79
Ivory Coast,J. Gbamin,79
Spain,Munir,79
Spain,Angeliño,79
England,J. Maddison,79
Portugal,André Silva,79
Brazil,Richarlison,79
Japan,S. Nakajima,79
Brazil,Raphinha,79
England,E. Dier,79
Belgium,L. Trossard,79
Spain,Jonny,79
France,M. Sanson,79
Colombia,J. Lerma,79
France,L. Dubois,79
Austria,F. Grillitsch,79
Uruguay,L. Cabrera,79
England,R. Barkley,79
Colombia,J. Murillo,79
England,J. Tarkowski,79
Germany,L. Karius,79
England,N. Pope,79
United States,J. Brooks,79
Belgium,M. Batshuayi,79
Germany,M. Arnold,79
Bosnia and Herzegovina,S. Kolašinac,79
Switzerland,F. Schär,79
Portugal,Ricardo Horta,79
Argentina,L. Alario,79
Dominican Republic,Mariano,79
France,R. Aguilar,79
Paraguay,F. Balbuena,79
Germany,S. Mustafi,79
Argentina,G. Pezzella,79
Germany,D. da Costa,79
France,W. Boly,79
Wales,B. Davies,79
Brazil,Fred,79
Tanzania,M. Samatta,79
Brazil,Diego Carlos,79
Cameroon,K. Toko-Ekambi,79
Russia,A. Lunev,79
Ukraine,R. Malinovskyi,79
France,M. Sakho,79
Norway,J. King,79
Switzerland,H. Seferović,79
Spain,Laguardia,79
England,P. Jones,79
Ivory Coast,S. Aurier,79
Italy,L. Spinazzola,79
France,K. Lala,79
Colombia,S. Arias,79
Italy,D. Baselli,79
France,T. Savanier,79
Brazil,Leo Baptistao,79
Netherlands,J. Veltman,79
Italy,D. Zappacosta,79
China,Wu Lei,79
Spain,David Villa,79
Turkey,B. Yılmaz,79
Italy,A. Mirante,79
Ivory Coast,S. Kalou,79
Brazil,Dante,79
France,M. Debuchy,79
Argentina,E. Lavezzi,79
Spain,Borja Valero,79
Slovakia,M. Škrtel,79
Northern Ireland,J. Evans,79
Argentina,D. Valeri,79
Finland,N. Moisander,79
Italy,D. Criscito,79
Italy,A. Candreva,79
Spain,Marcano,79
Ghana,K. Boateng,79
Argentina,A. Fernández,79
Argentina,N. Guzmán,79
Spain,Nacho Monreal,79
Spain,Ángel,79
Spain,Granero,79
Italy,Éder,79
Netherlands,R. Vormer,79
Republic of Ireland,S. Coleman,79
England,A. Lallana,79
France,A. Modeste,79
Ivory Coast,M. Gradel,79
Spain,Yuri Berchiche,79
Brazil,Mariano,79
Turkey,O. Toprak,79
Croatia,N. Kalinić,79
Uruguay,C. Stuani,79
Germany,S. Ulreich,79
Ghana,K. Asamoah,79
Brazil,Alex Teixeira,79
Bosnia and Herzegovina,S. Lulić,79
Venezuela,S. Rondón,79
Japan,S. Kagawa,79
England,J. Wilshere,79
Spain,Guaita,79
Spain,Cote,79
Spain,Iago Falqué,79
Argentina,J. Pastore,79
Brazil,Maicon,79
Chile,F. Orellana,79
Brazil,Elkeson,79
Spain,Kike García,79
Spain,Escudero,79
Spain,Mario Gaspar,79
Spain,Herrerín,79
Spain,Víctor Ruiz,79
Algeria,I. Belfodil,79
Ukraine,A. Yarmolenko,79
Tunisia,W. Khazri,79
Argentina,E. Pérez,79
Italy,D. Caligiuri,79
Brazil,Danilo,79
France,N. Pallois,79
Spain,Vitolo,79
Croatia,M. Badelj,79
Romania,C. Tătărușanu,79
Cape Verde,Zé Luís,79
Uruguay,D. Suárez,79
Spain,Roque Mesa,79
Portugal,Mário Rui,79
Japan,T. Inui,79
Russia,D. Cheryshev,79
Colombia,C. Bacca,79
Greece,A. Samaris,79
Germany,J. Hector,79
Spain,Rubén Peña,79
Morocco,A. Hamdallah,79
Argentina,D. Benedetto,79
Argentina,L. Sigali,79
Brazil,Raúl,79
Brazil,Petros,79
Portugal,Dyego Sousa,79
Brazil,Soares,79
Spain,Rubén Alcaraz,79
Brazil,Maikel Catarino,79
Brazil,Antônio Chiamuloira,79
Brazil,Melvin Parrela,79
Brazil,Gabri Prestão,79
Brazil,Luimo Boas Santos,79
Uruguay,D. Lenzado,79
Uruguay,E. Riquero,79
Uruguay,L. Sáreda,79
Uruguay,E. Aguerro,79
Italy,A. Meret,78
Senegal,I. Sarr,78
England,D. Rice,78
Germany,F. Neuhaus,78
Argentina,M. Zaracho,78
Portugal,Ferro,78
Denmark,J. Andersen,78
Switzerland,D. Zakaria,78
France,I. Diop,78
Nigeria,H. Onyekuru,78
France,J. Ikoné,78
Turkey,C. Ünder,78
Norway,M. Ødegaard,78
France,J. Bamba,78
Germany,N. Amiri,78
Ukraine,O. Zinchenko,78
France,J. Mateta,78
Turkey,O. Yokuşlu,78
Italy,B. Cristante,78
Belgium,L. Dendoncker,78
Germany,M. Dahoud,78
Switzerland,N. Elvedi,78
Brazil,Joelinton,78
Portugal,Daniel Podence,78
Russia,G. Dzhikiya,78
Spain,Aarón Martín,78
North Macedonia,E. Bardhi,78
Serbia,N. Maksimović,78
Spain,Calero,78
England,J. Butland,78
Spain,Óliver Torres,78
France,G. Laborde,78
Argentina,R. De Paul,78
Germany,D. Selke,78
Gabon,M. Lemina,78
Belgium,D. Origi,78
Chile,E. Pulgar,78
Russia,A. Miranchuk,78
Colombia,W. Barrios,78
Argentina,J. Musso,78
Portugal,Rúben Vezo,78
France,B. Santamaria,78
Colombia,Y. Mina,78
Spain,Joan Jordán,78
France,L. Tousart,78
Turkey,Y. Yazıcı,78
Austria,M. Gregoritsch,78
England,J. Lascelles,78
Netherlands,T. Vilhena,78
Spain,Denis Suárez,78
Netherlands,K. Rekik,78
Burkina Faso,B. Traoré,78
France,I. Amadou,78
Germany,M. Meyer,78
Portugal,José Sá,78
Russia,A. Selikhov,78
Serbia,A. Mitrović,78
Chile,G. Maripán,78
Tunisia,E. Skhiri,78
Netherlands,D. Dumfries,78
Brazil,Bruno Viana,78
Belgium,M. Sels,78
France,A. Soumaoro,78
France,J. Veretout,78
Denmark,V. Fischer,78
France,S. Meïté,78
Netherlands,J. Boëtius,78
Italy,D. Berardi,78
Italy,R. Gagliardini,78
Argentina,R. Saravia,78
Spain,Ayoze Pérez,78
Netherlands,H. Hateboer,78
Slovenia,B. Verbič,78
Argentina,G. Martínez,78
Brazil,Rafael Tolói,78
Republic of Ireland,S. Duffy,78
France,F. Lejeune,78
England,L. Dunk,78
Portugal,Pedro Mendes,78
Brazil,Fernando,78
Greece,K. Fortounis,78
France,C. Hérelle,78
Spain,Omar Mascarell,78
Portugal,Bruma,78
Ivory Coast,S. Deli,78
Cameroon,M. Ngadeu,78
Kenya,V. Wanyama,78
Belgium,C. Kabasele,78
Algeria,A. Delort,78
Spain,Joel Robles,78
Portugal,Sérgio Oliveira,78
Cameroon,V. Aboubakar,78
Germany,M. Uth,78
Republic of Ireland,M. Doherty,78
Spain,David López,78
Switzerland,R. Freuler,78
Germany,D. Demme,78
Germany,A. Schwolow,78
Denmark,J. Vestergaard,78
France,F. Mollet,78
Germany,J. Hofmann,78
Italy,V. Grifo,78
France,F. Tait,78
Uruguay,D. Laxalt,78
Serbia,N. Maksimović,78
Spain,Capa,78
Angola,Bastos,78
Senegal,M. Diagne,78
Mexico,G. Ochoa,78
Argentina,C. Tévez,78
Argentina,J. Sosa,78
Brazil,Raffael,78
Spain,Andrés Fernández,78
Argentina,J. Pinola,78
Argentina,M. Zárate,78
Brazil,Hilton,78
France,G. Hoarau,78
Sweden,A. Granqvist,78
Netherlands,R. Babel,78
Belgium,T. Vermaelen,78
Argentina,D. Abraham,78
France,S. Nasri,78
South Africa,I. Khune,78
Italy,A. Masiello,78
England,R. Bertrand,78
Mexico,J. dos Santos,78
Ivory Coast,Gervinho,78
Turkey,N. Şahin,78
Belgium,S. Defour,78
Belgium,K. Mirallas,78
Spain,Manu García,78
Spain,Coke,78
Nigeria,V. Moses,78
Argentina,C. Ansaldi,78
Belgium,S. Mignolet,78
Mexico,H. Moreno,78
England,J. Tomkins,78
Ecuador,F. Caicedo,78
Slovenia,V. Birsa,78
DR Congo,D. Mbokani,78
Colombia,C. Zapata,78
Mexico,J. Hernández,78
Senegal,P. Diop,78
Serbia,M. Sulejmani,78
France,D. Da Silva,78
Brazil,Marcelo,78
Russia,Guilherme,78
Montenegro,S. Jovetić,78
Uruguay,M. Cáceres,78
Greece,J. Holebas,78
Morocco,N. Amrabat,78
England,T. Deeney,78
Serbia,L. Fejsa,78
Germany,D. Schwaab,78
Greece,O. Karnezis,78
Germany,N. Petersen,78
Argentina,P. Piatti,78
Germany,S. Wagner,78
Spain,Bruno,78
Portugal,Adrien Silva,78
Spain,Mikel San José,78
England,D. Welbeck,78
Germany,R. Zieler,78
England,A. Barnes,78
Russia,A. Dzyuba,78
France,C. Grenier,78
Spain,Camacho,78
Brazil,Rafael Carioca,78
Brazil,Alan Carvalho,78
Algeria,R. Boudebouz,78
Switzerland,A. Mehmedi,78
Portugal,Daniel Carriço,78
Germany,S. Rudy,78
Brazil,Souza,78
Germany,B. Hübner,78
Spain,Iborra,78
Austria,J. Baumgartlinger,78
Brazil,Rafael,78
England,B. Mee,78
Spain,De Marcos,78
Switzerland,M. Hitz,78
England,N. Clyne,78
France,B. André,78
England,M. Antonio,78
Germany,P. Groß,78
Iceland,J. Guðmundsson,78
Germany,D. Ginczek,78
England,S. Cook,78
Spain,Jaume Costa,78
Italy,R. Soriano,78
Chile,G. Medel,78
Germany,D. Didavi,78
Spain,Hugo Mallo,78
England,A. Townsend,78
Scotland,T. Cairney,78
Iceland,A. Finnbogason,78
Uruguay,N. Lodeiro,78
Poland,G. Krychowiak,78
France,B. Stambouli,78
France,K. Malcuit,78
Spain,Nolito,78
Germany,S. Rode,78
Argentina,A. Marchesín,78
Uruguay,G. Ramírez,78
Argentina,M. Rojo,78
Brazil,Naldo,78
Netherlands,J. Gouweleeuw,78
France,G. Defrel,78
Spain,Álvaro,78
Peru,A. Carrillo,78
Uruguay,S. García,78
Cape Verde,Djaniny,78
Morocco,Z. Feddal,78
Italy,L. Pavoletti,78
Sweden,R. Olsen,78
Argentina,G. Pizarro,78
Netherlands,M. de Roon,78
Japan,H. Sakai,78
Gabon,G. Kanga,78
Colombia,F. Fabra,78
Argentina,G. Cano,78
Argentina,C. Izquierdoz,78
Argentina,A. Donatti,78
Argentina,I. Fernández,78
Argentina,N. Domínguez,78
Brazil,Marcelo Goiano,78
Ivory Coast,J. Seri,78
Argentina,R. Battaglia,78
Chile,G. Arias,78
Syria,O. Al Soma,78
Uruguay,M. Campaña,78
Brazil,Ronaldo Esler,78
Brazil,Claudio Coíntra,78
Brazil,Everticinho,78
Brazil,Sidney Pessinho,78
Ukraine,Júnior Moraes,78
Uruguay,E. Guichón,78
Uruguay,G. Quintana,78
Uruguay,F. Contedo,78
France,D. Upamecano,77
Italy,E. Audero,77
Italy,D. Calabria,77
Argentina,E. Palacios,77
Serbia,M. Grujić,77
Italy,P. Cutrone,77
Wales,D. Brooks,77
Argentina,M. Vargas,77
Spain,Brais Méndez,77
Brazil,Luiz Felipe,77
Algeria,Y. Atal,77
England,J. Grealish,77
Russia,A. Miranchuk,77
Spain,Jorge Meré,77
France,N. Mukiele,77
France,C. Nkunku,77
Brazil,Wendel,77
Uruguay,F. Valverde,77
Argentina,L. Martínez,77
Croatia,N. Vlašić,77
Spain,Reguilón,77
Brazil,Renan Lodi,77
Argentina,G. Simeone,77
Paraguay,A. Sanabria,77
Colombia,R. Borré,77
