season,franchise,elo_start,elo_end,elo_delta
2011,SFG,1524.1280196546115,1509.1932562875927,-14.934763367018832
2011,NYY,1531.861373563455,1571.2977717698502,39.436398206395324
2011,DET,1502.3804454297615,1535.3601441876865,32.97969875792501
2011,STL,1510.0682981728492,1526.818920706088,16.75062253323881
2011,SDP,1506.475300390104,1485.3893518365394,-21.08594855356455
2011,WSN,1472.330786626887,1488.5486187349281,16.217832108041193
2011,ATL,1519.0366894939373,1518.7558540032524,-0.28083549068492175
2011,CHC,1489.585273972161,1469.7484266609538,-19.836847311207293
2011,PIT,1445.5263833912327,1437.084611484751,-8.44177190648179
2011,CLE,1474.9486754216855,1471.0813208437364,-3.8673545779490723
2011,CHW,1508.527821968397,1488.8284522947977,-19.69936967359922
2011,COL,1509.1478540131143,1474.3468323661104,-34.801021647003836
2011,ARI,1475.9378790015899,1523.105437756236,47.16755875464605
2011,MIA,1497.6017393065842,1472.775782475809,-24.82595683077534
2011,NYM,1491.4821468315613,1488.94793507853,-2.534211753031286
2011,ATH,1507.1729163327898,1491.6882713639761,-15.484644968813654
2011,SEA,1464.7450479435183,1444.3775783190545,-20.367469624463865
2011,PHI,1534.2716975044723,1570.9663888970636,36.69469139259127
2011,HOU,1482.2117306541081,1425.348099465042,-56.863631189066155
2011,TBR,1527.6476037890138,1552.3711832298588,24.723579440845015
2011,BAL,1474.6766253447695,1460.839354209341,-13.83727113542841
2011,TEX,1517.264565036787,1568.0229382473817,50.758373210594755
2011,BOS,1523.1750448660111,1539.1199324130118,15.94488754700069
2011,TOR,1510.6715558303767,1504.6418166902433,-6.029739140133415
2011,MIN,1522.1693420435092,1445.330294849716,-76.83904719379325
2012,ATH,1495.0129628183856,1544.028803990927,49.015841172541286
2012,SEA,1466.6265469914326,1477.7312421398676,11.104695148434985
2012,MIA,1483.6654694854853,1453.9575089081666,-29.707960577318772
2012,STL,1516.0913524236528,1530.2030939805554,14.111741556902643
2012,CHC,1481.8490559965724,1436.837079365097,-45.01197663147536
2012,WSN,1493.1291712409568,1545.4842314729951,52.35506023203834
2012,CIN,1498.4983386312572,1528.0283457752691,29.53000714401196
2012,CLE,1482.6487925062418,1431.5329372427525,-51.115855263489266
2012,TOR,1502.785090014146,1482.567044179656,-20.218045834489885
2012,DET,1521.2160865126118,1533.4553690853145,12.239282572702677
2012,BOS,1523.4719594478072,1473.6216862430979,-49.85027320470931
2012,NYM,1493.368761047118,1473.3769306081106,-19.991830439007344
2012,ATL,1511.2535124019514,1539.2444124497324,27.990900047780997
2012,PIT,1462.2507668908506,1465.290815023725,3.04004813287429
2012,PHI,1542.5798333382381,1520.54762532154,-22.032208016698178
2012,SDP,1491.2336111019235,1486.7459663047912,-4.487644797132361
2012,LAD,1508.9875229096215,1514.8836598427126,5.896136933091157
2012,ARI,1513.8632626537415,1511.7792889204427,-2.0839737332987625
2012,SFG,1505.5159537725556,1532.3079307688822,26.79197699632664
2012,BAL,1476.5036125256047,1517.1711158175885,40.66750329198385
2012,MIN,1467.1981769098295,1442.2153086596004,-24.982868250229103
2012,HOU,1455.2088596790252,1408.1148859654043,-47.093973713620926
2012,COL,1484.6080994196664,1447.081669785409,-37.52642963425728
2012,LAA,1510.4178069752002,1535.4224243797132,25.004617404513056
2012,KCR,1483.6300697470654,1467.052311130188,-16.577758616877418
2012,MIL,1520.0731172339254,1522.5126105271813,2.439493293255964
2012,TBR,1531.4227099379152,1561.0392663840762,29.616556446160985
2012,NYY,1542.77866306191,1565.6388588715738,22.860195809663765
2012,TEX,1540.813762948429,1543.144039253388,2.330276304958943
2012,CHW,1493.2970713768786,1508.983537602241,15.686466225362437
2013,HOU,1444.8689315792426,1397.7713168006326,-47.09761477861002
2013,TEX,1525.8864235520327,1535.4305446926298,9.544121140597099
2013,ARI,1507.0675733522655,1490.838169507977,-16.229403844288527
2013,STL,1518.1218563883333,1557.9481849749195,39.826328586586214
2013,ATL,1523.5466474698394,1545.5467899082262,22.000142438386774
2013,PHI,1512.328575192924,1462.156665056282,-50.171910136642055
2013,CHW,1505.3901225613447,1451.4516159294533,-53.938506631891414
2013,KCR,1480.2313866781128,1510.4539174481056,30.222530769992773
2013,CIN,1516.8170074651614,1534.3958560019666,17.578848536805253
2013,LAA,1521.253454627828,1508.5942200368002,-12.659234591027825
2013,LAD,1508.9301959056277,1539.7289834314802,30.798787525852504
2013,SFG,1519.3847584613293,1488.5579040912314,-30.826854370097863
2013,MIL,1513.5075663163088,1495.0463814882066,-18.461184828102205
2013,COL,1468.2490018712454,1464.297179068794,-3.951822802451261
2013,MIN,1465.3291851957601,1425.6825433625254,-39.64664183323475
2013,DET,1520.0732214511886,1549.5611858480252,29.48796439683656
2013,NYM,1484.0261583648664,1471.1452194476421,-12.880938917224285
2013,SDP,1492.0475797828747,1477.7325310702029,-14.315048712671796
2013,NYY,1539.3833153229443,1509.8216856049228,-29.56162971802155
2013,BOS,1484.1730117458587,1558.7599388926844,74.5869271468257
2013,ATH,1526.4172823945562,1555.7555494550625,29.33826706050627
2013,SEA,1486.6387452839206,1460.6271158440634,-26.011629439857188
2013,PIT,1479.174489014235,1521.8134345168796,42.638945502644674
2013,CHC,1462.1022476190583,1447.4379939679586,-14.66425365109967
2013,WSN,1527.2905388837971,1526.7959047878626,-0.49463409593454344
2013,MIA,1472.3745053449,1447.9939809216223,-24.38052442327762
2013,TBR,1536.6235598304456,1539.4305226165707,2.806962786125041
2013,BAL,1510.3026694905532,1520.3796022399383,10.07693274938515
2013,TOR,1489.5402265077937,1487.1972931916903,-2.3429333161034265
2013,CLE,1458.9197623456514,1517.6477697956436,58.72800744999222
2014,ARI,1494.5029017047862,1447.5516608182727,-46.95124088651346
2014,LAD,1523.837390058888,1544.811632593977,20.974242535088933
2014,SDP,1486.6395186421216,1478.7256616335878,-7.913857008533796
2014,SFG,1493.134742454739,1512.1175843100414,18.982841855302468
2014,BAL,1512.227761343963,1555.565621906213,43.33786056224994
2014,BOS,1535.2559633356107,1486.8711808512885,-48.38478248432216
2014,CHW,1470.870969557672,1455.7975401991907,-15.073429358481235
2014,MIN,1455.4095260175152,1455.225382492705,-0.18414352481022433
2014,CIN,1520.63751360118,1498.7096130248478,-21.92790057633215
2014,STL,1534.7689109849516,1527.0116318133055,-7.7572791716461325
2014,DET,1529.736711508815,1528.395950535499,-1.340760973316037
2014,KCR,1506.2723504688634,1520.9984313416971,14.72608087283379
2014,LAA,1505.15653202208,1550.2593636436013,45.10283162152132
2014,SEA,1476.3762695064381,1514.1955181610865,37.81924865464839
2014,MIA,1468.7963885529734,1473.0534903274304,4.257101774456942
2014,COL,1478.5783074412764,1455.241818465336,-23.336488975940256
2014,MIL,1497.027828892924,1489.9615497422271,-7.066279150696801
2014,ATL,1527.3280739449358,1494.7259976573062,-32.60207628762964
2014,NYM,1482.6871316685854,1494.8670154589431,12.179883790357735
2014,WSN,1516.0775428727175,1552.5376846680697,36.46014179535223
2014,ATH,1533.4533296730374,1536.7731150253544,3.3197853523170124
2014,CLE,1510.5886618773861,1515.0427151265144,4.454053249128265
2014,PIT,1513.0880607101278,1530.5061964057247,17.418135695596902
2014,CHC,1468.4627963807752,1466.072663196092,-2.3901331846832363
2014,TBR,1523.6583135699425,1504.3658246337352,-19.29248893620729
2014,TOR,1492.3183759150143,1510.0656789285001,17.747303013485862
2014,TEX,1521.258326815578,1467.1877467038871,-54.07058011169079
2014,PHI,1477.2939990337693,1471.1563047880372,-6.137694245732064
2014,HOU,1438.6627900803796,1456.8056278229672,18.142837742587517
2014,NYY,1505.8930113629538,1505.3997977245615,-0.4932136383922625
2015,CHC,1479.6435979176551,1532.8452321495436,53.20163423188842
2015,STL,1516.2069790879832,1543.9747202736733,27.767741185690056
2015,ARI,1468.5309964909636,1486.455913516972,17.924917026008416
2015,SFG,1507.270550586025,1516.8956246678986,9.625074081873663
2015,CIN,1499.2257678149087,1450.891302159708,-48.3344656552008
2015,PIT,1518.303717843435,1547.513024045795,29.20930620236004
2015,DET,1517.0375703212994,1472.2946253943232,-44.74294492697618
2015,MIN,1473.135229495623,1493.8039550250066,20.668725529383664
2015,HOU,1474.0833766937803,1517.1680990590226,43.084722365242214
2015,CLE,1509.0256290759087,1517.934790990765,8.909161914856213
2015,KCR,1512.5990588050183,1533.7804572714956,21.181398466477276
2015,CHW,1473.4785241195145,1475.651688727506,2.1731646079915663
2015,LAD,1526.8869795563862,1533.2181866099372,6.331207053550997
2015,SDP,1487.2353969801527,1462.4801596117636,-24.75523736838909
2015,MIA,1483.8320941964582,1465.913587951732,-17.91850624472613
2015,ATL,1496.8355985943838,1433.5873816113176,-63.248216983066186
2015,MIL,1493.9769298453364,1469.386408335882,-24.590521509454447
2015,COL,1473.1450910792016,1453.1933292075269,-19.951761871674762
2015,NYY,1503.239878634737,1519.7237322475082,16.483853612771327
2015,TOR,1506.0394073571001,1567.8962064484965,61.8567990913964
2015,ATH,1522.0638690152127,1480.9655071335872,-41.09836188162558
2015,TEX,1480.3126480223323,1515.6106054629172,35.29795744058492
2015,PHI,1482.6937828728223,1444.790489213082,-37.90329365974026
2015,BOS,1492.122708510773,1505.4407865397995,13.318078029026537
2015,SEA,1508.517310896652,1489.572811136365,-18.944499760286817
2015,LAA,1530.1556181861608,1508.831758191232,-21.323859994928853
2015,TBR,1502.6194947802412,1503.7126643853742,1.093169605132971
2015,BAL,1533.3393731437277,1519.2803337582586,-14.059039385469077
2015,WSN,1531.522610800842,1517.9530478913075,-13.569562909534397
2015,NYM,1496.9202092753658,1519.2335709822037,22.313361706837895
2016,KCR,1520.2682743628973,1502.5383472726487,-17.729927090248566
2016,NYM,1511.5401425893222,1515.1011902932892,3.561047703967006
2016,PIT,1528.507814427477,1495.2626273055557,-33.24518712192116
2016,STL,1526.384832164204,1525.3113854139644,-1.0734467502395546
2016,TBR,1502.2275986312245,1483.1985545275318,-19.02904410369274
2016,TOR,1540.7377238690979,1543.7409247437918,3.0032008746939027
2016,ARI,1491.8735481101833,1456.2600049879825,-35.61354312220078
2016,COL,1471.9159975245161,1475.109547740411,3.193550215894902
2016,ATL,1460.1524289667905,1453.8600383777043,-6.292390589086153
2016,WSN,1510.7718287347845,1535.6275410415376,24.85571230675305
2016,BAL,1511.5682002549552,1524.1324408383862,12.564240583431001
2016,MIN,1496.282373015004,1444.4595109159425,-51.82286209906147
2016,CIN,1470.5347812958248,1458.6019016200921,-11.932879675732693
2016,PHI,1466.8742935278492,1438.5088778387276,-28.36541568912162
2016,LAA,1505.2990549147391,1500.1082678761932,-5.190787038545977
2016,CHC,1519.7071392897262,1575.1738407810824,55.46670149135616
2016,MIL,1481.6318450015292,1475.7906058072056,-5.841239194323634
2016,SFG,1510.137374800739,1521.7889982872016,11.65162348646254
2016,ATH,1488.5793042801522,1466.7205754357753,-21.858728844376856
2016,CHW,1485.3910132365036,1485.1101465090444,-0.28086672745916985
2016,SDP,1477.4880957670582,1459.9121483363986,-17.575947430659653
2016,LAD,1519.9309119659624,1530.2320321202901,10.301120154327691
2016,TEX,1509.3663632777502,1516.3375737507806,6.971210473030396
2016,SEA,1493.743686681819,1516.8522091399295,23.10852245811043
2016,CLE,1510.760874594459,1534.6542801059593,23.893405511500305
2016,BOS,1503.2644719238797,1555.7024184649522,52.437946541072506
2016,MIA,1479.5481527710392,1475.6293831066664,-3.918769664372803
2016,DET,1483.3767752365939,1506.8888010051462,23.51202576855235
2016,NYY,1511.834239348505,1512.2895927824766,0.4553534339715952
2016,HOU,1510.3008594354135,1515.0962335733325,4.795374137918998
2017,ARI,1473.7560029927895,1525.4907666067893,51.7347636139998
2017,SFG,1513.073398972321,1456.0781797962009,-56.995219176120145
2017,STL,1515.1868312483787,1517.6096503995004,2.4228191511217574
2017,CHC,1545.1043044686494,1553.1539597366454,8.049655267996059
2017,TBR,1489.919132716519,1495.8437543808252,5.924621664306187
2017,NYY,1507.373755669486,1558.0178717988501,50.64411612936419
2017,BAL,1514.4794645030317,1480.6725208597825,-33.80694364324927
2017,TOR,1526.2445548462752,1498.66265680462,-27.581898041655222
2017,BOS,1533.4214510789714,1554.5438803646352,21.122429285663884
2017,PIT,1497.1575763833334,1481.4125951228084,-15.744981260525037
2017,CIN,1475.1611409720554,1456.4757596385884,-18.68538133346692
2017,PHI,1463.1053267032366,1456.664021394088,-6.4413053091486745
2017,HOU,1509.0577401439996,1558.036983586875,48.979243442875486
2017,SEA,1510.1113254839577,1495.3077097928494,-14.803615691108234
2017,LAD,1518.1392192721742,1559.4147745186374,41.27555524646323
2017,SDP,1475.9472890018392,1446.9831355208278,-28.964153481011408
2017,MIL,1485.4743634843232,1506.214363349343,20.739999865019854
2017,COL,1485.0657286442465,1501.5607117995107,16.494983155264208
2017,MIN,1466.6757065495656,1506.8691522621777,40.193445712612174
2017,KCR,1501.5230083635893,1482.4396536911413,-19.083354672447967
2017,NYM,1509.0607141759735,1460.0283578523563,-49.03235632361725
2017,ATL,1472.3160230266226,1459.4393844192643,-12.876638607358245
2017,ATH,1480.0323452614653,1479.4791857205971,-0.5531595408681369
2017,LAA,1500.064960725716,1502.5847133572036,2.519752631487563
2017,TEX,1509.8025442504684,1495.080093398994,-14.722450851474377
2017,CLE,1520.7925680635756,1591.3918046310405,70.59923656746491
2017,WSN,1521.3765246249225,1542.0174171174529,20.640892492530384
2017,MIA,1485.3776298639998,1479.7930334527239,-5.584596411275925
2017,CHW,1491.0660879054267,1457.8362237708875,-33.229864134539184
2017,DET,1504.1332806030878,1440.897684854784,-63.235595748303695
2018,ARI,1515.2944599640737,1509.9408024420698,-5.353657522003914
2018,COL,1500.9364270797064,1523.4288765683143,22.492449488607917
2018,ATL,1475.6636306515586,1513.2710047602277,37.60737410866909
2018,PHI,1473.9984128364529,1466.6926607628707,-7.305752073582198
2018,BAL,1488.4035125158696,1413.0183736160823,-75.38513889978731
2018,MIN,1504.1214913573067,1492.4414403510987,-11.680051006208032
2018,KCR,1489.4637922146849,1441.30246321987,-48.16132899481477
2018,CHW,1474.7017342625325,1435.8515781546434,-38.850156107889006
2018,LAD,1535.6488647111823,1564.3901492260727,28.741284514890367
2018,SFG,1473.6469078777204,1457.8510021204484,-15.795905757272067
2018,MIA,1487.8758200716343,1436.3547512169528,-51.521068854681516
2018,CHC,1531.8923758419874,1543.449649551666,11.557273709678611
2018,NYM,1476.0170147114138,1488.4868558195003,12.469841108086484
2018,STL,1510.5657902397002,1526.4575237629456,15.89173352324542
2018,ATH,1487.6875114323582,1548.617893180096,60.93038174773778
2018,LAA,1501.5508280143222,1498.6328088469465,-2.9180191673756326
2018,SDP,1468.1898813124967,1444.5001753291506,-23.68970598334613
2018,MIL,1503.728618009606,1539.514994423328,35.78637641372211
2018,SEA,1497.1846258757096,1501.3133227275312,4.128696851821587
2018,CLE,1554.8350827786244,1555.5599905420902,0.7249077634658079
2018,TBR,1497.506252628495,1535.9847035587677,38.47845093027263
2018,BOS,1532.7263282187812,1579.4275214927059,46.70119327392467
2018,TEX,1497.0480560393964,1463.8338954923531,-33.21416054704332
2018,HOU,1534.8221901521251,1586.7812374344724,51.95904728234723
2018,TOR,1499.197594082772,1463.73419919305,-35.46339488972194
2018,NYY,1534.81072307931,1566.223854414716,31.41313133540598
2018,CIN,1473.885455783153,1454.7648128296191,-19.12064295353389
2018,WSN,1525.2104502704717,1518.7896371577267,-6.420813112745009
2018,DET,1464.5386109128704,1429.7689895032838,-34.769621409586534
2018,PIT,1488.847557073685,1499.6148323014008,10.7672752277158
2019,ATH,1529.1707359080576,1568.402472491829,39.23173658377141
2019,SEA,1500.7879936365186,1464.913118453758,-35.87487518276066
2019,CIN,1472.8588876977715,1479.8092709446523,6.950383246880847
2019,PIT,1499.7688993808406,1459.899674677922,-39.8692247029187
2019,KCR,1464.7814779319222,1422.6624283719457,-42.119049559976474
2019,CHW,1461.510946892786,1456.1943803839404,-5.3165665088456535
2019,LAD,1538.6340895356436,1593.4485681761726,54.81447864052893
2019,ARI,1505.9644814652418,1516.8714834020611,10.90700193681937
2019,MIA,1461.8128507301717,1420.4571274583132,-41.35572327185855
2019,COL,1514.0573259409887,1467.9553837059193,-46.10194223506937
2019,MIL,1523.7089966539968,1525.7167308216221,2.007734167625358
2019,STL,1515.8745142577673,1542.8404502836408,26.96593602587359
2019,MIN,1495.4648642106592,1544.4789908177306,49.014126607071375
2019,CLE,1533.3359943252542,1540.8540035560861,7.518009230831922
2019,NYY,1539.7343126488297,1580.5136556125335,40.77934296370381
2019,BAL,1447.8110241696493,1415.9176377900842,-31.893386379565072
2019,LAA,1499.179685308168,1466.4317752114532,-32.747910096714804
2019,PHI,1480.0155964577225,1488.1949929253508,8.179396467628294
2019,ATL,1507.9626028561365,1542.7727721842077,34.8101693280712
2019,SDP,1466.7001051974903,1445.1756517678,-21.52445342969031
2019,SFG,1474.710601272269,1467.6079887716642,-7.1026125006048915
2019,BOS,1547.6565128956236,1526.054014346987,-21.602498548636504
2019,TBR,1521.5908221352606,1543.725989015547,22.135166880286306
2019,HOU,1552.0687424606833,1600.0091127334179,47.940370272734526
2019,TEX,1478.300337295412,1477.4938776631507,-0.8064596322612942
2019,CHC,1526.0697897309997,1529.9745262590473,3.9047365280475788
2019,TOR,1478.24051951583,1462.1930841109117,-16.04743540491836
2019,DET,1457.8613937019702,1371.0128314395533,-86.84856226241686
2019,WSN,1511.273782294636,1557.95152671747,46.67774442283394
2019,NYM,1493.0921134917003,1520.46647990523,27.374366413529742
2020,LAD,1556.0691409057035,1591.5865966389013,35.51745573319772
2020,SFG,1480.5647932629986,1487.3761482413033,6.811354978304735
2020,WSN,1534.7709160304819,1513.4400919913523,-21.33082403912954
2020,NYY,1548.30819336752,1544.0401735980702,-4.268019769449893
2020,BOS,1515.6324086081922,1491.9408031591001,-23.691605449092094
2020,BAL,1449.5505826740505,1455.0943470926375,5.5437644185869885
2020,CHC,1517.9847157554284,1521.1748229355278,3.190107180099403
2020,MIL,1515.4300384929734,1500.4013489425681,-15.028689550405261
2020,CHW,1473.7166282303642,1501.1799669738136,27.463338743449413
2020,MIN,1526.6873944906383,1537.9780858379047,11.290691347266375
2020,CIN,1487.8855625667914,1498.1052709103403,10.219708343548973
2020,DET,1422.607698863732,1420.7829040632537,-1.8247948004782302
2020,CLE,1524.5124021336517,1525.577657522425,1.0652553887732665
2020,KCR,1453.5974570231674,1453.495467210867,-0.10198981230041682
2020,HOU,1560.0054676400507,1540.2728623472333,-19.732605292817425
2020,SEA,1478.9478710722549,1477.0251386511059,-1.9227324211490213
2020,NYM,1512.279887943138,1498.9162566377545,-13.363631305383478
2020,ATL,1525.6636633105247,1533.3392920666515,7.675628756126798
2020,ATH,1541.0414834950975,1545.1341873922684,4.09270389717085
2020,LAA,1479.8590651268719,1473.9214782530753,-5.93758687379659
2020,PHI,1492.9169957552106,1490.9414122625458,-1.9755834926647822
2020,MIA,1452.2742764749878,1465.8315719480886,13.557295473100794
2020,SDP,1467.10539106068,1511.8189026533423,44.71351159266237
2020,ARI,1510.1228900412366,1492.5907869088078,-17.5321031324288
2020,STL,1525.7042701701846,1518.4660610705466,-7.23820909963797
2020,PIT,1475.939804806753,1446.9043870664375,-29.035417740315552
2020,TBR,1526.2355934093282,1549.9243182492648,23.68872483993664
2020,TOR,1477.315850466547,1491.4801010345154,14.164250567968338
2020,TEX,1486.4963265978904,1457.1722933946226,-29.324033203267845
2020,COL,1480.7732302235515,1464.0872649456755,-16.685965277875994
2021,CHC,1512.7048937613167,1458.1777146177553,-54.5271791435614
2021,PIT,1468.1426322398625,1426.1591487348537,-41.983483505008735
2021,CIN,1498.8631625462042,1498.527618321888,-0.3355442243162088
2021,STL,1511.079636642328,1529.7415717854055,18.66193514307747
2021,COL,1478.4523589674054,1480.2773173529818,1.8249583855763376
2021,LAD,1554.9519579833407,1605.9542915912873,51.00233360794664
2021,DET,1452.4697424379522,1472.6698419847323,20.200099546780166
2021,CLE,1515.3465945134549,1499.2929118610239,-16.053682652431007
2021,KCR,1472.0972803265201,1460.4443863209397,-11.652894005580492
2021,TEX,1474.3033760367734,1429.6440070909102,-44.65936894586321
2021,LAA,1484.3528869518452,1471.3221808160301,-13.03070613581508
2021,CHW,1500.707980184288,1536.7505472937235,36.04256710943537
2021,MIA,1479.4989431688532,1455.1026671490208,-24.396276019832385
2021,TBR,1529.954590949559,1579.2610412547087,49.30645030514984
2021,MIL,1500.2408093655408,1537.1224662021611,36.88165683662032
2021,MIN,1522.7868515027428,1481.2923235380342,-41.494527964708595
2021,NYY,1526.424104158842,1535.3075030054254,8.883398846583304
2021,TOR,1494.8880606207092,1543.5566686475142,48.66860802680503
2021,ATH,1527.080512435361,1524.3425092889192,-2.73800314644177
2021,HOU,1524.16371740834,1555.1767040095901,31.012986601250077
2021,PHI,1494.5648473575275,1495.151514801269,0.5866674437415895
2021,ATL,1520.0035752399908,1551.8585209329005,31.854945692909723
2021,SDP,1507.0913415920054,1491.3946969040005,-15.69664468800488
2021,ARI,1495.5544721452848,1432.2543797701994,-63.30009237508534
2021,SEA,1486.2150831906636,1506.1202457206311,19.905162529967583
2021,SFG,1492.425688944782,1573.0926481912602,80.6669592464782
2021,BOS,1495.16448189546,1521.6363875412858,26.4719056458257
2021,BAL,1473.0566082555824,1405.7033812659693,-67.35322698961318
2021,NYM,1499.3497539826526,1486.713989871653,-12.635764110999617
2021,WSN,1508.0640551948113,1455.9508141339265,-52.113241060884775
2022,ARI,1459.3526278621196,1481.5699975340253,22.21736967190577
2022,SDP,1494.8368181424003,1513.394562201006,18.55774405860575
2022,ATL,1531.1151125597403,1574.0052064319555,42.890093872215175
2022,CIN,1499.1165709931329,1438.3909500606255,-60.725620932507354
2022,CHC,1474.9066287706532,1472.5350475557962,-2.3715812148570876
2022,MIL,1522.2734797212968,1515.002981002544,-7.270498718752833
2022,KCR,1476.2666317925639,1445.298133209595,-30.968498582968778
2022,CLE,1499.5757471166144,1527.4833709498575,27.90762383324318
2022,LAA,1482.793308489618,1478.433287079212,-4.360021410406034
2022,HOU,1533.1060224057542,1581.1144042111437,48.00838180538949
2022,STL,1517.8449430712433,1536.637209834536,18.792266763292673
2022,PIT,1455.6954892409121,1426.550244280247,-29.145244960665195
2022,WSN,1473.5704884803558,1417.4564342974725,-56.114054182883365
2022,NYM,1492.0283939229919,1546.694417675465,54.666023752473166
2022,COL,1488.166390411789,1448.748962987834,-39.41742742395513
2022,LAD,1563.5725749547723,1617.3905377201204,53.81796276534806
2022,DET,1483.6019051908395,1447.8443204969603,-35.75758469387915
2022,CHW,1522.0503283762341,1492.7881133361386,-29.262215040095498
2022,MIN,1488.7753941228204,1489.0388793848317,0.2634852620112724
2022,SEA,1503.6721474323788,1526.9367304007883,23.264582968409513
2022,NYY,1521.1845018032552,1568.205771663857,47.021269860601706
2022,BOS,1512.9818325247716,1491.486150750144,-21.495681774627656
2022,PHI,1497.0909088807614,1513.9241959821265,16.83328710136516
2022,ATH,1514.6055055733516,1446.2733750094455,-68.33213056390605
2022,SFG,1543.855588914756,1518.711495304591,-25.1440936101651
2022,MIA,1473.0616002894126,1458.934024085783,-14.127576203629587
2022,TBR,1547.5566247528252,1537.589636750154,-9.966988002671087
2022,BAL,1443.4220287595815,1486.5707921892154,43.148763429633846
2022,TOR,1526.1340011885086,1545.8778652352948,19.743864046786257
2022,TEX,1457.7864042545461,1455.112902379235,-2.6735018753111035
2023,BOS,1494.8916904500863,1492.8095923677695,-2.082098082316861
2023,BAL,1491.9424753135293,1548.296138514311,56.35366320078174
2023,CHC,1483.5210285334776,1510.5178108606058,26.99678232712813
2023,MIL,1509.0017886015264,1538.076784538288,29.074995936761525
2023,CIN,1463.0345700363753,1476.6573211744742,13.62275113809892
