season,team,week,n_first_rounders,n_top2_rounders,pct_drafted,roster_size,allpro_score,n_probowlers,n_top100
2002,BUF,11,7,13,0.7254901960784313,51,1.0,3,
2002,BUF,12,7,13,0.7307692307692307,52,1.0,3,
2002,BUF,13,7,13,0.7307692307692307,52,1.0,3,
2002,BUF,14,7,13,0.7307692307692307,52,1.0,3,
2002,BUF,15,7,13,0.7307692307692307,52,1.0,3,
2002,BUF,16,7,13,0.7169811320754716,53,1.0,3,
2002,BUF,17,7,13,0.7169811320754716,53,1.0,3,
2002,CAR,1,2,11,0.7857142857142857,42,3.0,4,
2002,CAR,2,2,11,0.7857142857142857,42,3.0,4,
2002,CAR,3,2,11,0.7857142857142857,42,3.0,4,
2002,CAR,4,2,11,0.7727272727272727,44,3.0,4,
2002,CAR,5,2,11,0.7727272727272727,44,3.0,4,
2002,CAR,6,2,11,0.7111111111111111,45,3.0,4,
2002,CAR,7,2,11,0.717391304347826,46,3.0,4,
2002,CAR,8,2,11,0.7021276595744681,47,3.0,4,
2002,CAR,9,2,11,0.723404255319149,47,3.0,4,
2002,CAR,10,2,10,0.717391304347826,46,3.0,4,
2002,CAR,11,2,10,0.717391304347826,46,3.0,4,
2002,CAR,12,2,9,0.7111111111111111,45,3.0,4,
2002,CAR,13,2,9,0.7083333333333334,48,3.0,4,
2002,CAR,14,2,11,0.72,50,3.0,4,
2002,CAR,15,2,11,0.7254901960784313,51,3.0,4,
2002,CAR,16,2,11,0.7169811320754716,53,3.0,4,
2002,CAR,17,2,11,0.7169811320754716,53,3.0,4,
2002,CHI,1,2,3,0.8048780487804879,41,4.0,3,
2002,CHI,2,2,3,0.8048780487804879,41,4.0,3,
2002,CHI,3,2,3,0.8048780487804879,41,4.0,3,
2002,CHI,4,2,3,0.8095238095238095,42,4.0,3,
2002,CHI,5,2,3,0.813953488372093,43,4.0,3,
2002,CHI,6,2,3,0.7954545454545454,44,4.0,3,
2002,CHI,7,2,3,0.7954545454545454,44,4.0,3,
2002,CHI,8,2,3,0.7954545454545454,44,4.0,3,
2002,CHI,9,2,3,0.8,45,4.0,3,
2002,CHI,10,2,3,0.8,45,4.0,3,
2002,CHI,11,2,3,0.7446808510638298,47,4.0,3,
2002,CHI,12,2,3,0.75,48,4.0,3,
2002,CHI,13,3,4,0.76,50,4.0,3,
2002,CHI,14,3,4,0.76,50,4.0,3,
2002,CHI,15,3,4,0.7450980392156863,51,4.0,3,
2002,CHI,16,3,4,0.7169811320754716,53,4.0,3,
2002,CHI,17,3,4,0.7169811320754716,53,4.0,3,
2002,CIN,1,9,13,0.8181818181818182,44,0.0,1,
2002,CIN,2,9,13,0.8181818181818182,44,0.0,1,
2002,CIN,3,9,13,0.8181818181818182,44,0.0,1,
2002,CIN,4,9,13,0.8181818181818182,44,0.0,1,
2002,CIN,5,9,13,0.8,45,0.0,1,
2002,CIN,6,9,13,0.8,45,0.0,1,
2002,CIN,7,9,13,0.8,45,0.0,1,
2002,CIN,8,9,13,0.8,45,0.0,1,
2002,CIN,9,9,13,0.782608695652174,46,0.0,1,
2002,CIN,10,9,13,0.7659574468085106,47,0.0,1,
2002,CIN,11,9,13,0.7551020408163265,49,0.0,1,
2002,CIN,12,9,13,0.7755102040816326,49,0.0,1,
2002,CIN,13,9,13,0.76,50,0.0,1,
2002,CIN,14,9,13,0.76,50,0.0,1,
2002,CIN,15,9,13,0.7647058823529411,51,0.0,1,
2002,CIN,16,9,13,0.7692307692307693,52,0.0,1,
2002,CIN,17,9,13,0.7547169811320755,53,0.0,1,
2002,CLE,1,7,12,0.7021276595744681,47,1.0,1,
2002,CLE,2,7,12,0.7021276595744681,47,1.0,1,
2002,CLE,3,7,12,0.7021276595744681,47,1.0,1,
2002,CLE,4,7,12,0.7021276595744681,47,1.0,1,
2002,CLE,5,7,12,0.723404255319149,47,1.0,1,
2002,CLE,6,7,12,0.7291666666666666,48,1.0,1,
2002,CLE,7,7,12,0.7291666666666666,48,1.0,1,
2002,CLE,8,7,12,0.7346938775510204,49,1.0,1,
2002,CLE,9,7,12,0.7346938775510204,49,1.0,1,
2002,CLE,10,7,12,0.7346938775510204,49,1.0,1,
2002,CLE,11,7,12,0.7346938775510204,49,1.0,1,
2002,CLE,12,7,12,0.72,50,1.0,1,
2002,CLE,13,7,12,0.7115384615384616,52,1.0,1,
2002,CLE,14,7,12,0.7115384615384616,52,1.0,1,
2002,CLE,15,7,12,0.7115384615384616,52,1.0,1,
2002,CLE,16,7,12,0.7115384615384616,52,1.0,1,
2002,CLE,17,7,12,0.7115384615384616,52,1.0,1,
2002,CLE,18,7,12,0.6981132075471698,53,1.0,1,
2002,DAL,1,8,16,0.74,50,1.0,2,
2002,DAL,2,7,16,0.7254901960784313,51,1.0,2,
2002,DAL,3,6,15,0.72,50,1.0,2,
2002,DAL,4,6,15,0.72,50,1.0,2,
2002,DAL,5,6,15,0.72,50,1.0,2,
2002,DAL,6,6,15,0.7,50,1.0,2,
2002,DAL,7,6,15,0.6938775510204082,49,1.0,2,
2002,DAL,8,6,15,0.68,50,1.0,2,
2002,DAL,9,6,15,0.68,50,1.0,2,
2002,DAL,10,6,15,0.68,50,1.0,2,
2002,DAL,11,6,15,0.68,50,1.0,2,
2002,DAL,12,6,15,0.6730769230769231,52,1.0,2,
2002,DAL,13,6,15,0.660377358490566,53,1.0,2,
2002,DAL,14,6,15,0.660377358490566,53,1.0,2,
2002,DAL,15,6,15,0.660377358490566,53,1.0,2,
2002,DAL,16,6,15,0.660377358490566,53,1.0,2,
2002,DAL,17,6,15,0.660377358490566,53,1.0,2,
2002,DEN,1,9,15,0.7647058823529411,51,5.0,9,
2002,DEN,2,9,15,0.7647058823529411,51,5.0,9,
2002,DEN,3,9,15,0.7647058823529411,51,5.0,9,
2002,DEN,4,9,15,0.7647058823529411,51,5.0,9,
2002,DEN,5,9,15,0.7647058823529411,51,5.0,9,
2002,DEN,6,9,15,0.7647058823529411,51,5.0,9,
2002,DEN,7,9,14,0.76,50,5.0,9,
2002,DEN,8,9,15,0.7647058823529411,51,5.0,9,
2002,DEN,9,9,15,0.76,50,5.0,9,
2002,DEN,10,9,15,0.75,52,5.0,9,
2002,DEN,11,9,15,0.75,52,5.0,9,
2002,DEN,12,9,15,0.75,52,5.0,9,
2002,DEN,13,9,15,0.75,52,5.0,9,
2002,DEN,14,9,15,0.75,52,5.0,9,
2002,DEN,15,9,15,0.7547169811320755,53,5.0,9,
2002,DEN,16,9,15,0.7547169811320755,53,5.0,9,
2002,DEN,17,9,15,0.7547169811320755,53,5.0,9,
2002,DET,1,7,14,0.5909090909090909,44,2.0,2,
2002,DET,2,7,14,0.5909090909090909,44,2.0,2,
2002,DET,3,7,14,0.5909090909090909,44,2.0,2,
2002,DET,4,7,14,0.5777777777777777,45,2.0,2,
2002,DET,5,7,14,0.5909090909090909,44,2.0,2,
2002,DET,6,7,14,0.5909090909090909,44,2.0,2,
2002,DET,7,7,15,0.6,45,2.0,2,
2002,DET,8,7,15,0.5869565217391305,46,2.0,2,
2002,DET,9,7,15,0.5869565217391305,46,2.0,2,
2002,DET,10,7,15,0.574468085106383,47,2.0,2,
2002,DET,11,7,16,0.5833333333333334,48,2.0,2,
2002,DET,12,7,16,0.5833333333333334,48,2.0,2,
2002,DET,13,7,16,0.5714285714285714,49,2.0,2,
2002,DET,14,7,16,0.56,50,2.0,2,
2002,DET,15,7,16,0.5686274509803921,51,2.0,2,
2002,DET,16,7,16,0.5471698113207547,53,2.0,2,
2002,DET,17,7,16,0.5471698113207547,53,2.0,2,
2002,GB,1,7,11,0.782608695652174,46,4.0,4,
2002,GB,2,7,11,0.7872340425531915,47,4.0,4,
2002,GB,3,7,11,0.7872340425531915,47,4.0,4,
2002,GB,4,7,11,0.7708333333333334,48,4.0,4,
2002,GB,5,7,12,0.7755102040816326,49,4.0,4,
2002,GB,6,8,12,0.7647058823529411,51,4.0,4,
2002,GB,7,8,13,0.7843137254901961,51,4.0,4,
2002,GB,8,8,13,0.78,50,4.0,4,
2002,GB,9,8,13,0.78,50,4.0,4,
2002,GB,10,8,13,0.78,50,4.0,4,
2002,GB,11,8,13,0.78,50,4.0,4,
2002,GB,12,8,13,0.78,50,4.0,4,
2002,GB,13,8,13,0.78,50,4.0,4,
2002,GB,14,8,13,0.78,50,4.0,4,
2002,GB,15,7,11,0.7755102040816326,49,3.0,4,
2002,GB,16,7,11,0.76,50,3.0,4,
2002,GB,17,8,12,0.7692307692307693,52,3.0,4,
2002,GB,18,8,13,0.7735849056603774,53,3.0,4,
2002,HOU,1,3,9,0.7209302325581395,43,2.0,3,
2002,HOU,2,3,9,0.7272727272727273,44,2.0,3,
2002,HOU,3,3,9,0.7333333333333333,45,2.0,3,
2002,HOU,4,3,9,0.7441860465116279,43,2.0,3,
2002,HOU,5,3,9,0.7441860465116279,43,2.0,3,
2002,HOU,6,3,9,0.7441860465116279,43,2.0,3,
2002,HOU,7,3,9,0.7727272727272727,44,2.0,3,
2002,HOU,8,3,9,0.7777777777777778,45,2.0,3,
2002,HOU,9,3,9,0.7608695652173914,46,2.0,3,
2002,HOU,10,3,9,0.7608695652173914,46,2.0,3,
2002,HOU,11,3,9,0.7608695652173914,46,2.0,3,
2002,HOU,12,3,9,0.7608695652173914,46,2.0,3,
2002,HOU,13,3,9,0.75,48,2.0,3,
2002,HOU,14,3,9,0.7551020408163265,49,2.0,3,
2002,HOU,15,3,9,0.7551020408163265,49,2.0,3,
2002,HOU,16,3,9,0.7450980392156863,51,2.0,3,
2002,HOU,17,3,9,0.7169811320754716,53,2.0,3,
2002,IND,1,8,13,0.673469387755102,49,3.0,3,
2002,IND,2,8,13,0.68,50,3.0,3,
2002,IND,3,8,13,0.68,50,3.0,3,
2002,IND,4,8,13,0.6862745098039216,51,3.0,3,
2002,IND,5,8,13,0.7058823529411765,51,3.0,3,
2002,IND,6,8,13,0.7058823529411765,51,3.0,3,
2002,IND,7,8,13,0.7058823529411765,51,3.0,3,
2002,IND,8,8,13,0.7058823529411765,51,3.0,3,
2002,IND,9,8,13,0.7058823529411765,51,3.0,3,
2002,IND,10,8,13,0.72,50,3.0,3,
2002,IND,11,8,13,0.7,50,3.0,3,
2002,IND,12,8,13,0.6862745098039216,51,3.0,3,
2002,IND,13,8,13,0.6862745098039216,51,3.0,3,
2002,IND,14,8,13,0.6730769230769231,52,3.0,3,
2002,IND,15,8,13,0.6730769230769231,52,3.0,3,
2002,IND,16,8,13,0.6730769230769231,52,3.0,3,
2002,IND,17,8,13,0.660377358490566,53,3.0,3,
2002,IND,18,8,13,0.660377358490566,53,3.0,3,
2002,JAX,1,9,15,0.717391304347826,46,0.0,2,
2002,JAX,2,9,15,0.7021276595744681,47,0.0,2,
2002,JAX,3,9,15,0.7021276595744681,47,0.0,2,
2002,JAX,4,9,15,0.7021276595744681,47,0.0,2,
2002,JAX,5,9,15,0.7021276595744681,47,0.0,2,
2002,JAX,6,9,15,0.7021276595744681,47,0.0,2,
2002,JAX,7,9,15,0.7,50,0.0,2,
2002,JAX,8,9,15,0.6938775510204082,49,0.0,2,
2002,JAX,9,9,16,0.7,50,0.0,2,
2002,JAX,10,9,16,0.7,50,0.0,2,
2002,JAX,11,9,16,0.7,50,0.0,2,
2002,JAX,12,9,16,0.7,50,0.0,2,
2002,JAX,13,9,16,0.7,50,0.0,2,
2002,JAX,14,9,16,0.6923076923076923,52,0.0,2,
2002,JAX,15,9,16,0.6923076923076923,52,0.0,2,
2002,JAX,16,9,16,0.6981132075471698,53,0.0,2,
2002,JAX,17,9,16,0.6851851851851852,54,0.0,2,
2002,KC,1,6,12,0.7777777777777778,45,4.0,4,
2002,KC,2,6,12,0.7777777777777778,45,4.0,4,
2002,KC,3,6,12,0.7777777777777778,45,4.0,4,
2002,KC,4,6,12,0.7777777777777778,45,4.0,4,
2002,KC,5,6,12,0.7777777777777778,45,4.0,4,
2002,KC,6,6,12,0.7608695652173914,46,4.0,4,
2002,KC,7,6,12,0.7446808510638298,47,4.0,4,
2002,KC,8,6,12,0.7446808510638298,47,4.0,4,
2002,KC,9,6,12,0.7608695652173914,46,4.0,4,
2002,KC,10,6,12,0.7608695652173914,46,4.0,4,
2002,KC,11,6,12,0.7608695652173914,46,4.0,4,
2002,KC,12,6,12,0.7446808510638298,47,4.0,4,
2002,KC,13,6,12,0.7446808510638298,47,4.0,4,
2002,KC,14,6,12,0.7346938775510204,49,4.0,4,
2002,KC,15,6,12,0.7254901960784313,51,4.0,4,
2002,KC,16,6,12,0.7115384615384616,52,4.0,4,
2002,KC,17,6,12,0.6981132075471698,53,4.0,4,
2002,MIA,1,4,10,0.7021276595744681,47,5.0,5,
2002,MIA,2,4,10,0.723404255319149,47,5.0,5,
2002,MIA,3,4,10,0.723404255319149,47,5.0,5,
2002,MIA,4,4,10,0.7291666666666666,48,5.0,5,
2002,MIA,5,4,10,0.7142857142857143,49,5.0,5,
2002,MIA,6,4,10,0.7142857142857143,49,5.0,5,
2002,MIA,7,4,10,0.6938775510204082,49,5.0,5,
2002,MIA,8,4,10,0.7,50,5.0,6,
2002,MIA,9,4,10,0.7,50,5.0,6,
2002,MIA,10,4,10,0.6862745098039216,51,5.0,6,
2002,MIA,11,4,10,0.6862745098039216,51,5.0,6,
2002,MIA,12,4,10,0.6923076923076923,52,5.0,6,
2002,MIA,13,4,10,0.6923076923076923,52,5.0,6,
2002,MIA,14,4,10,0.7115384615384616,52,5.0,6,
2002,MIA,15,4,10,0.7115384615384616,52,5.0,6,
2002,MIA,16,4,10,0.6981132075471698,53,5.0,6,
2002,MIA,17,4,10,0.6981132075471698,53,5.0,6,
2002,MIN,1,4,9,0.7391304347826086,46,3.0,4,
2002,MIN,2,4,9,0.7446808510638298,47,3.0,4,
2002,MIN,3,4,9,0.7446808510638298,47,3.0,4,
2002,MIN,4,4,9,0.7659574468085106,47,3.0,4,
2002,MIN,5,4,9,0.7708333333333334,48,3.0,4,
2002,MIN,6,4,9,0.7708333333333334,48,3.0,4,
2002,MIN,7,4,9,0.7708333333333334,48,3.0,4,
2002,MIN,8,4,9,0.7755102040816326,49,3.0,4,
2002,MIN,9,4,9,0.76,50,3.0,4,
2002,MIN,10,5,10,0.75,52,3.0,4,
2002,MIN,11,5,10,0.75,52,3.0,4,
2002,MIN,12,5,10,0.75,52,3.0,4,
2002,MIN,13,5,10,0.75,52,3.0,4,
2002,MIN,14,5,10,0.75,52,3.0,4,
2002,MIN,15,5,10,0.75,52,3.0,4,
2002,MIN,16,5,10,0.7358490566037735,53,3.0,4,
2002,MIN,17,5,10,0.7358490566037735,53,3.0,4,
2002,NE,1,7,17,0.717391304347826,46,3.0,5,
2002,NE,2,7,17,0.7021276595744681,47,3.0,5,
2002,NE,3,7,17,0.717391304347826,46,3.0,5,
2002,NE,4,7,17,0.717391304347826,46,3.0,5,
2002,NE,5,7,17,0.717391304347826,46,3.0,5,
2002,NE,6,7,17,0.717391304347826,46,3.0,5,
2002,NE,7,7,17,0.717391304347826,46,3.0,5,
2002,NE,8,7,17,0.717391304347826,46,3.0,5,
2002,NE,9,7,17,0.717391304347826,46,3.0,5,
2002,NE,10,7,17,0.723404255319149,47,3.0,5,
2002,NE,11,7,17,0.7291666666666666,48,3.0,5,
2002,NE,12,7,17,0.7291666666666666,48,3.0,5,
2002,NE,13,7,17,0.7291666666666666,48,3.0,5,
2002,NE,14,7,17,0.7346938775510204,49,3.0,5,
2002,NE,15,7,17,0.72,50,3.0,5,
2002,NE,16,7,17,0.72,50,3.0,5,
2002,NE,17,7,17,0.7169811320754716,53,3.0,5,
2002,NO,1,4,9,0.66,50,2.0,2,
2002,NO,2,5,10,0.6470588235294118,51,2.0,2,
2002,NO,3,5,10,0.6274509803921569,51,2.0,2,
2002,NO,4,5,10,0.6153846153846154,52,2.0,2,
2002,NO,5,5,10,0.6153846153846154,52,2.0,2,
2002,NO,6,5,10,0.6153846153846154,52,2.0,2,
2002,NO,7,5,10,0.6274509803921569,51,2.0,2,
2002,NO,8,5,10,0.6274509803921569,51,2.0,2,
2002,NO,9,5,10,0.6274509803921569,51,2.0,2,
2002,NO,10,6,11,0.6470588235294118,51,2.0,2,
2002,NO,11,6,11,0.6470588235294118,51,2.0,2,
2002,NO,12,6,11,0.6470588235294118,51,2.0,2,
2002,NO,13,6,11,0.6470588235294118,51,2.0,2,
2002,NO,14,6,11,0.6346153846153846,52,2.0,2,
2002,NO,15,6,11,0.6346153846153846,52,2.0,2,
2002,NO,16,6,11,0.6226415094339622,53,2.0,2,
2002,NO,17,6,11,0.6226415094339622,53,2.0,2,
2002,NYG,1,7,13,0.6136363636363636,44,1.0,1,
2002,NYG,2,7,13,0.6136363636363636,44,1.0,1,
2002,NYG,3,7,13,0.6136363636363636,44,1.0,1,
2002,NYG,4,7,13,0.6136363636363636,44,1.0,1,
2002,NYG,5,7,13,0.6136363636363636,44,1.0,1,
2002,NYG,6,7,13,0.5909090909090909,44,1.0,1,
2002,NYG,7,7,13,0.6,45,1.0,1,
2002,NYG,8,7,13,0.5869565217391305,46,1.0,1,
2002,NYG,9,7,13,0.5625,48,1.0,1,
2002,NYG,10,7,13,0.5625,48,1.0,1,
2002,NYG,11,7,13,0.5510204081632653,49,1.0,1,
2002,NYG,12,7,14,0.5714285714285714,49,1.0,1,
2002,NYG,13,7,14,0.5714285714285714,49,1.0,1,
2002,NYG,14,7,14,0.5686274509803921,51,1.0,1,
2002,NYG,15,7,14,0.5686274509803921,51,1.0,1,
2002,NYG,16,7,15,0.5769230769230769,52,1.0,1,
2002,NYG,17,7,15,0.5769230769230769,52,1.0,1,
2002,NYG,18,7,15,0.5849056603773585,53,1.0,1,
2002,NYJ,1,8,15,0.76,50,5.0,7,
2002,NYJ,2,8,15,0.7647058823529411,51,5.0,7,
2002,NYJ,3,8,15,0.7647058823529411,51,5.0,7,
2002,NYJ,4,8,15,0.7647058823529411,51,5.0,7,
2002,NYJ,5,8,15,0.7647058823529411,51,5.0,7,
2002,NYJ,6,8,15,0.7692307692307693,52,5.0,7,
2002,NYJ,7,8,15,0.7735849056603774,53,5.0,7,
2002,NYJ,8,8,15,0.7735849056603774,53,5.0,7,
2002,NYJ,9,8,15,0.7735849056603774,53,5.0,7,
2002,NYJ,10,8,15,0.7735849056603774,53,5.0,7,
2002,NYJ,11,8,15,0.7735849056603774,53,5.0,7,
2002,NYJ,12,8,15,0.7547169811320755,53,5.0,7,
2002,NYJ,13,8,15,0.7547169811320755,53,5.0,7,
2002,NYJ,14,8,15,0.7547169811320755,53,5.0,7,
2002,NYJ,15,8,15,0.7547169811320755,53,5.0,7,
2002,NYJ,16,8,15,0.7547169811320755,53,5.0,7,
2002,NYJ,17,8,15,0.7547169811320755,53,5.0,7,
2002,NYJ,18,8,15,0.7547169811320755,53,5.0,7,
2002,NYJ,19,8,15,0.7547169811320755,53,5.0,7,
2002,OAK,1,13,22,0.8666666666666667,45,6.0,8,
2002,OAK,2,13,22,0.8666666666666667,45,6.0,8,
2002,OAK,3,13,22,0.8666666666666667,45,6.0,8,
2002,OAK,4,13,22,0.8695652173913043,46,6.0,8,
2002,OAK,5,13,22,0.8695652173913043,46,6.0,8,
2002,OAK,6,13,22,0.851063829787234,47,6.0,8,
2002,OAK,7,13,22,0.851063829787234,47,6.0,8,
2002,OAK,8,13,22,0.8541666666666666,48,6.0,8,
2002,OAK,9,13,22,0.875,48,6.0,8,
2002,OAK,10,13,22,0.8723404255319149,47,6.0,8,
2002,OAK,11,13,22,0.8723404255319149,47,6.0,8,
2002,OAK,12,14,23,0.8541666666666666,48,6.0,8,
2002,OAK,13,14,23,0.8541666666666666,48,6.0,8,
2002,OAK,14,14,23,0.8571428571428571,49,6.0,8,
2002,OAK,15,15,24,0.8571428571428571,49,7.0,8,
2002,OAK,16,15,24,0.8571428571428571,49,7.0,8,
2002,OAK,17,15,24,0.8571428571428571,49,7.0,8,
2002,OAK,18,15,24,0.8571428571428571,49,7.0,8,
2002,OAK,19,15,24,0.8571428571428571,49,7.0,8,
2002,OAK,20,15,24,0.8627450980392157,51,7.0,8,
2002,OAK,21,15,24,0.8679245283018868,53,7.0,8,
2002,PHI,1,8,16,0.8,50,6.0,8,
2002,PHI,2,8,16,0.7959183673469388,49,6.0,8,
2002,PHI,3,8,16,0.7959183673469388,49,6.0,8,
2002,PHI,4,8,16,0.7708333333333334,48,6.0,8,
2002,PHI,5,8,16,0.7708333333333334,48,6.0,8,
2002,PHI,6,8,16,0.7755102040816326,49,6.0,8,
2002,PHI,7,8,16,0.7755102040816326,49,6.0,8,
2002,PHI,8,8,16,0.7843137254901961,51,6.0,8,
2002,PHI,9,8,16,0.7843137254901961,51,6.0,8,
2002,PHI,10,8,16,0.7692307692307693,52,6.0,8,
2002,PHI,11,8,16,0.7692307692307693,52,6.0,8,
2002,PHI,12,8,16,0.7692307692307693,52,6.0,8,
2002,PHI,13,8,16,0.7692307692307693,52,6.0,8,
2002,PHI,14,8,16,0.7692307692307693,52,6.0,8,
2002,PHI,15,8,16,0.7692307692307693,52,6.0,8,
2002,PHI,16,8,16,0.7735849056603774,53,6.0,8,
2002,PHI,17,8,16,0.7735849056603774,53,6.0,8,
2002,PHI,18,8,16,0.7735849056603774,53,6.0,8,
2002,PHI,19,8,16,0.7735849056603774,53,6.0,8,
2002,PHI,20,8,16,0.7735849056603774,53,6.0,8,
2002,PIT,1,11,17,0.8478260869565217,46,4.0,6,
2002,PIT,2,11,17,0.8297872340425532,47,4.0,6,
2002,PIT,3,11,17,0.8297872340425532,47,4.0,6,
2002,PIT,4,11,17,0.8478260869565217,46,4.0,6,
2002,PIT,5,11,17,0.8478260869565217,46,4.0,6,
2002,PIT,6,11,17,0.8478260869565217,46,4.0,6,
2002,PIT,7,11,17,0.8478260869565217,46,4.0,6,
2002,PIT,8,11,17,0.8478260869565217,46,4.0,6,
2002,PIT,9,11,17,0.8478260869565217,46,4.0,6,
2002,PIT,10,11,17,0.8478260869565217,46,4.0,6,
2002,PIT,11,11,17,0.8478260869565217,46,4.0,6,
2002,PIT,12,11,17,0.8125,48,4.0,6,
2002,PIT,13,11,17,0.8125,48,4.0,6,
2002,PIT,14,11,17,0.7959183673469388,49,4.0,6,
2002,PIT,15,11,18,0.8,50,4.0,6,
2002,PIT,16,11,18,0.7692307692307693,52,4.0,6,
2002,PIT,17,11,18,0.7692307692307693,52,4.0,6,
2002,PIT,18,11,18,0.7692307692307693,52,4.0,6,
2002,PIT,19,11,18,0.7547169811320755,53,4.0,6,
2002,SD,1,4,14,0.6888888888888889,45,4.0,6,
2002,SD,2,4,14,0.6888888888888889,45,4.0,6,
2002,SD,3,5,15,0.6956521739130435,46,4.0,6,
2002,SD,4,5,15,0.6808510638297872,47,4.0,6,
2002,SD,5,5,15,0.6666666666666666,48,4.0,6,
2002,SD,6,5,15,0.6875,48,4.0,6,
2002,SD,7,5,15,0.673469387755102,49,4.0,6,
2002,SD,8,5,15,0.673469387755102,49,4.0,6,
2002,SD,9,5,15,0.6666666666666666,48,3.0,5,
2002,SD,10,5,15,0.673469387755102,49,4.0,6,
2002,SD,11,5,15,0.66,50,4.0,6,
2002,SD,12,5,15,0.6666666666666666,51,4.0,6,
2002,SD,13,5,15,0.6666666666666666,51,4.0,6,
2002,SD,14,5,15,0.6538461538461539,52,4.0,6,
2002,SD,15,5,15,0.6538461538461539,52,4.0,6,
2002,SD,16,5,15,0.6415094339622641,53,4.0,6,
2002,SD,17,5,15,0.6415094339622641,53,4.0,6,
2002,SEA,1,5,11,0.782608695652174,46,1.0,1,
2002,SEA,2,5,11,0.782608695652174,46,1.0,1,
2002,SEA,3,6,12,0.8043478260869565,46,2.0,2,
2002,SEA,4,6,12,0.8260869565217391,46,2.0,2,
2002,SEA,5,6,12,0.8260869565217391,46,2.0,2,
2002,SEA,6,6,12,0.8260869565217391,46,2.0,2,
